date,sku_id,forecast_tons,confidence_level
2022-09-18,SKU011,16.98,0.75
2022-09-18,SKU012,14.38,0.94
2022-09-18,SKU013,15.26,0.82
2022-09-18,SKU014,10.75,0.9
2022-09-19,SKU001,35.11,0.88
2022-09-19,SKU002,21.94,0.88
2022-09-19,SKU003,6.85,0.94
2022-09-19,SKU004,29.09,0.8
2022-09-19,SKU005,20.09,0.79
2022-09-19,SKU006,24.94,0.88
2022-09-19,SKU007,19.52,0.94
2022-09-19,SKU008,13.01,0.91
2022-09-19,SKU009,10.82,0.94
2022-09-19,SKU010,9.13,0.87
2022-09-19,SKU011,19.09,0.76
2022-09-19,SKU012,12.61,0.79
2022-09-19,SKU013,14.95,0.82
2022-09-19,SKU014,12.58,0.88
2022-09-20,SKU001,33.3,0.84
2022-09-20,SKU002,24.55,0.88
2022-09-20,SKU003,7.98,0.81
2022-09-20,SKU004,29.27,0.77
2022-09-20,SKU005,17.33,0.84
2022-09-20,SKU006,26.56,0.8
2022-09-20,SKU007,16.12,0.93
2022-09-20,SKU008,11.57,0.89
2022-09-20,SKU009,9.78,0.86
2022-09-20,SKU010,9.22,0.79
2022-09-20,SKU011,20.17,0.88
2022-09-20,SKU012,13.27,0.85
2022-09-20,SKU013,15.61,0.95
2022-09-20,SKU014,10.24,0.82
2022-09-21,SKU001,32.25,0.75
2022-09-21,SKU002,27.5,0.94
2022-09-21,SKU003,7.52,0.91
2022-09-21,SKU004,26.2,0.9
2022-09-21,SKU005,19.33,0.84
2022-09-21,SKU006,27.42,0.93
2022-09-21,SKU007,16.42,0.85
2022-09-21,SKU008,14.76,0.85
2022-09-21,SKU009,10.53,0.8
2022-09-21,SKU010,8.96,0.92
2022-09-21,SKU011,20.16,0.9
2022-09-21,SKU012,13.99,0.82
2022-09-21,SKU013,16.96,0.94
2022-09-21,SKU014,9.91,0.92
2022-09-22,SKU001,34.22,0.86
2022-09-22,SKU002,24.44,0.78
2022-09-22,SKU003,7.73,0.81
2022-09-22,SKU004,23.96,0.91
2022-09-22,SKU005,17.15,0.91
2022-09-22,SKU006,25.21,0.89
2022-09-22,SKU007,18.79,0.93
2022-09-22,SKU008,12.83,0.78
2022-09-22,SKU009,11.38,0.78
2022-09-22,SKU010,9.72,0.88
2022-09-22,SKU011,18.81,0.9
2022-09-22,SKU012,14.18,0.78
2022-09-22,SKU013,16.86,0.87
2022-09-22,SKU014,9.86,0.94
2022-09-23,SKU001,24.62,0.79
2022-09-23,SKU002,20.23,0.76
2022-09-23,SKU003,6.7,0.79
2022-09-23,SKU004,23.44,0.92
2022-09-23,SKU005,17.94,0.84
2022-09-23,SKU006,23.71,0.87
2022-09-23,SKU007,15.3,0.91
2022-09-23,SKU008,12.45,0.87
2022-09-23,SKU009,8.81,0.9
2022-09-23,SKU010,8.69,0.95
2022-09-23,SKU011,17.03,0.85
2022-09-23,SKU012,11.53,0.92
2022-09-23,SKU013,14.03,0.87
2022-09-23,SKU014,10.29,0.92
2022-09-24,SKU001,28.01,0.95
2022-09-24,SKU002,19.4,0.8
2022-09-24,SKU003,6.2,0.83
2022-09-24,SKU004,26.44,0.93
2022-09-24,SKU005,19.67,0.76
2022-09-24,SKU006,22.76,0.83
2022-09-24,SKU007,14.78,0.82
2022-09-24,SKU008,12.39,0.94
2022-09-24,SKU009,10.43,0.81
2022-09-24,SKU010,7.23,0.77
2022-09-24,SKU011,16.24,0.81
2022-09-24,SKU012,10.61,0.87
2022-09-24,SKU013,14.16,0.89
2022-09-24,SKU014,9.92,0.76
2022-09-25,SKU001,37.48,0.8
2022-09-25,SKU002,22.92,0.87
2022-09-25,SKU003,6.87,0.91
2022-09-25,SKU004,26.08,0.82
2022-09-25,SKU005,17.6,0.82
2022-09-25,SKU006,27.03,0.77
2022-09-25,SKU007,13.39,0.75
2022-09-25,SKU008,13.73,0.84
2022-09-25,SKU009,12.78,0.91
2022-09-25,SKU010,9.16,0.76
2022-09-25,SKU011,14.4,0.76
2022-09-25,SKU012,12.46,0.8
2022-09-25,SKU013,15.49,0.88
2022-09-25,SKU014,10.14,0.89
2022-09-26,SKU001,35.11,0.83
2022-09-26,SKU002,21.85,0.85
2022-09-26,SKU003,7.12,0.9
2022-09-26,SKU004,26.39,0.95
2022-09-26,SKU005,18.04,0.78
2022-09-26,SKU006,26.01,0.84
2022-09-26,SKU007,15.58,0.9
2022-09-26,SKU008,14.38,0.86
2022-09-26,SKU009,11.32,0.87
2022-09-26,SKU010,10.3,0.8
2022-09-26,SKU011,19.52,0.92
2022-09-26,SKU012,14.34,0.76
2022-09-26,SKU013,14.97,0.93
2022-09-26,SKU014,11.32,0.8
2022-09-27,SKU001,31.98,0.77
2022-09-27,SKU002,21.96,0.77
2022-09-27,SKU003,8.71,0.93
2022-09-27,SKU004,25.96,0.89
2022-09-27,SKU005,17.97,0.81
2022-09-27,SKU006,28.11,0.87
2022-09-27,SKU007,17.38,0.8
2022-09-27,SKU008,15.76,0.82
2022-09-27,SKU009,10.78,0.93
2022-09-27,SKU010,9.18,0.85
2022-09-27,SKU011,17.38,0.86
2022-09-27,SKU012,14.39,0.94
2022-09-27,SKU013,15.74,0.83
2022-09-27,SKU014,10.02,0.83
2022-09-28,SKU001,28.06,0.88
2022-09-28,SKU002,25.81,0.85
2022-09-28,SKU003,7.58,0.76
2022-09-28,SKU004,24.21,0.93
2022-09-28,SKU005,18.11,0.77
2022-09-28,SKU006,27.05,0.9
2022-09-28,SKU007,17.74,0.93
2022-09-28,SKU008,12.64,0.87
2022-09-28,SKU009,10.71,0.93
2022-09-28,SKU010,9.56,0.8
2022-09-28,SKU011,19.01,0.86
2022-09-28,SKU012,13.47,0.91
2022-09-28,SKU013,17.29,0.79
2022-09-28,SKU014,12.04,0.89
2022-09-29,SKU001,34.06,0.9
2022-09-29,SKU002,23.47,0.82
2022-09-29,SKU003,6.75,0.79
2022-09-29,SKU004,26.38,0.83
2022-09-29,SKU005,18.37,0.9
2022-09-29,SKU006,24.39,0.86
2022-09-29,SKU007,16.51,0.75
2022-09-29,SKU008,14.33,0.84
2022-09-29,SKU009,11.69,0.81
2022-09-29,SKU010,8.51,0.9
2022-09-29,SKU011,20.39,0.86
2022-09-29,SKU012,13.4,0.77
2022-09-29,SKU013,14.48,0.91
2022-09-29,SKU014,10.09,0.87
2022-09-30,SKU001,27.62,0.89
2022-09-30,SKU002,22.81,0.76
2022-09-30,SKU003,6.73,0.83
2022-09-30,SKU004,27.88,0.93
2022-09-30,SKU005,19.79,0.95
2022-09-30,SKU006,23.08,0.85
2022-09-30,SKU007,14.4,0.76
2022-09-30,SKU008,13.8,0.92
2022-09-30,SKU009,9.86,0.85
2022-09-30,SKU010,8.71,0.83
2022-09-30,SKU011,16.12,0.84
2022-09-30,SKU012,12.49,0.78
2022-09-30,SKU013,15.12,0.86
2022-09-30,SKU014,9.65,0.94
2022-10-01,SKU001,30.46,0.94
2022-10-01,SKU002,22.32,0.78
2022-10-01,SKU003,7.19,0.77
2022-10-01,SKU004,24.08,0.94
2022-10-01,SKU005,16.04,0.82
2022-10-01,SKU006,26.16,0.78
2022-10-01,SKU007,14.71,0.92
2022-10-01,SKU008,11.57,0.86
2022-10-01,SKU009,8.42,0.78
2022-10-01,SKU010,7.94,0.95
2022-10-01,SKU011,16.72,0.81
2022-10-01,SKU012,13.98,0.95
2022-10-01,SKU013,13.13,0.92
2022-10-01,SKU014,10.63,0.78
2022-10-02,SKU001,35.37,0.95
2022-10-02,SKU002,22.76,0.83
2022-10-02,SKU003,7.48,0.94
2022-10-02,SKU004,25.2,0.88
2022-10-02,SKU005,16.03,0.87
2022-10-02,SKU006,27.55,0.93
2022-10-02,SKU007,14.78,0.85
2022-10-02,SKU008,13.09,0.83
2022-10-02,SKU009,10.24,0.82
2022-10-02,SKU010,9.15,0.92
2022-10-02,SKU011,19.01,0.89
2022-10-02,SKU012,13.71,0.82
2022-10-02,SKU013,17.66,0.81
2022-10-02,SKU014,10.06,0.94
2022-10-03,SKU001,33.54,0.92
2022-10-03,SKU002,20.54,0.78
2022-10-03,SKU003,6.72,0.86
2022-10-03,SKU004,28.18,0.75
2022-10-03,SKU005,19.91,0.76
2022-10-03,SKU006,31.35,0.89
2022-10-03,SKU007,19.13,0.86
2022-10-03,SKU008,15.06,0.89
2022-10-03,SKU009,11.77,0.94
2022-10-03,SKU010,9.24,0.9
2022-10-03,SKU011,19.02,0.76
2022-10-03,SKU012,13.89,0.8
2022-10-03,SKU013,18.41,0.91
2022-10-03,SKU014,11.55,0.93
2022-10-04,SKU001,31.13,0.89
2022-10-04,SKU002,21.02,0.89
2022-10-04,SKU003,6.71,0.81
2022-10-04,SKU004,25.22,0.93
2022-10-04,SKU005,16.95,0.95
2022-10-04,SKU006,22.47,0.94
2022-10-04,SKU007,15.96,0.79
2022-10-04,SKU008,13.95,0.84
2022-10-04,SKU009,10.53,0.85
2022-10-04,SKU010,9.61,0.9
2022-10-04,SKU011,19.93,0.91
2022-10-04,SKU012,14.61,0.81
2022-10-04,SKU013,18.06,0.76
2022-10-04,SKU014,10.62,0.85
2022-10-05,SKU001,28.99,0.85
2022-10-05,SKU002,24.91,0.9
2022-10-05,SKU003,7.05,0.82
2022-10-05,SKU004,29.99,0.9
2022-10-05,SKU005,18.62,0.83
2022-10-05,SKU006,29.87,0.88
2022-10-05,SKU007,14.73,0.9
2022-10-05,SKU008,14.2,0.9
2022-10-05,SKU009,11.53,0.78
2022-10-05,SKU010,9.42,0.8
2022-10-05,SKU011,19.6,0.85
2022-10-05,SKU012,13.03,0.8
2022-10-05,SKU013,16.95,0.94
2022-10-05,SKU014,12.75,0.92
2022-10-06,SKU001,32.33,0.85
2022-10-06,SKU002,20.59,0.92
2022-10-06,SKU003,7.28,0.88
2022-10-06,SKU004,25.06,0.94
2022-10-06,SKU005,18.54,0.87
2022-10-06,SKU006,27.73,0.92
2022-10-06,SKU007,17.3,0.93
2022-10-06,SKU008,14.2,0.92
2022-10-06,SKU009,12.53,0.81
2022-10-06,SKU010,8.54,0.81
2022-10-06,SKU011,19.19,0.84
2022-10-06,SKU012,13.69,0.78
2022-10-06,SKU013,19.44,0.91
2022-10-06,SKU014,11.43,0.76
2022-10-07,SKU001,32.45,0.93
2022-10-07,SKU002,18.57,0.9
2022-10-07,SKU003,7.0,0.88
2022-10-07,SKU004,24.38,0.92
2022-10-07,SKU005,16.7,0.83
2022-10-07,SKU006,22.43,0.84
2022-10-07,SKU007,14.12,0.77
2022-10-07,SKU008,12.29,0.76
2022-10-07,SKU009,9.41,0.8
2022-10-07,SKU010,8.52,0.88
2022-10-07,SKU011,17.32,0.79
2022-10-07,SKU012,12.41,0.76
2022-10-07,SKU013,12.87,0.86
2022-10-07,SKU014,10.68,0.84
2022-10-08,SKU001,31.75,0.79
2022-10-08,SKU002,20.51,0.85
2022-10-08,SKU003,7.57,0.76
2022-10-08,SKU004,23.2,0.86
2022-10-08,SKU005,17.21,0.9
2022-10-08,SKU006,23.19,0.78
2022-10-08,SKU007,16.73,0.85
2022-10-08,SKU008,12.49,0.82
2022-10-08,SKU009,8.78,0.75
2022-10-08,SKU010,7.39,0.9
2022-10-08,SKU011,14.64,0.88
2022-10-08,SKU012,13.15,0.81
2022-10-08,SKU013,15.9,0.91
2022-10-08,SKU014,9.27,0.88
2022-10-09,SKU001,30.78,0.76
2022-10-09,SKU002,25.33,0.87
2022-10-09,SKU003,7.87,0.82
2022-10-09,SKU004,26.06,0.88
2022-10-09,SKU005,20.38,0.92
2022-10-09,SKU006,26.28,0.76
2022-10-09,SKU007,17.55,0.83
2022-10-09,SKU008,13.4,0.85
2022-10-09,SKU009,11.26,0.8
2022-10-09,SKU010,8.25,0.92
2022-10-09,SKU011,17.64,0.77
2022-10-09,SKU012,12.55,0.87
2022-10-09,SKU013,16.53,0.9
2022-10-09,SKU014,10.78,0.95
2022-10-10,SKU001,29.65,0.79
2022-10-10,SKU002,22.35,0.93
2022-10-10,SKU003,7.03,0.94
2022-10-10,SKU004,29.83,0.77
2022-10-10,SKU005,20.14,0.95
2022-10-10,SKU006,23.11,0.84
2022-10-10,SKU007,16.87,0.86
2022-10-10,SKU008,13.53,0.77
2022-10-10,SKU009,11.49,0.89
2022-10-10,SKU010,7.26,0.91
2022-10-10,SKU011,18.42,0.78
2022-10-10,SKU012,12.87,0.9
2022-10-10,SKU013,18.3,0.76
2022-10-10,SKU014,11.87,0.85
2022-10-11,SKU001,33.6,0.92
2022-10-11,SKU002,24.55,0.79
2022-10-11,SKU003,7.1,0.85
2022-10-11,SKU004,23.84,0.8
2022-10-11,SKU005,20.72,0.88
2022-10-11,SKU006,23.85,0.77
2022-10-11,SKU007,16.67,0.85
2022-10-11,SKU008,14.17,0.94
2022-10-11,SKU009,11.2,0.91
2022-10-11,SKU010,8.4,0.83
2022-10-11,SKU011,19.16,0.8
2022-10-11,SKU012,14.16,0.8
2022-10-11,SKU013,15.19,0.77
2022-10-11,SKU014,9.45,0.8
2022-10-12,SKU001,32.82,0.8
2022-10-12,SKU002,25.01,0.94
2022-10-12,SKU003,7.02,0.9
2022-10-12,SKU004,30.49,0.87
2022-10-12,SKU005,16.79,0.79
2022-10-12,SKU006,28.3,0.8
2022-10-12,SKU007,16.55,0.83
2022-10-12,SKU008,12.92,0.75
2022-10-12,SKU009,11.47,0.84
2022-10-12,SKU010,9.86,0.94
2022-10-12,SKU011,20.22,0.78
2022-10-12,SKU012,14.33,0.78
2022-10-12,SKU013,15.45,0.94
2022-10-12,SKU014,10.23,0.91
2022-10-13,SKU001,31.18,0.81
2022-10-13,SKU002,21.17,0.8
2022-10-13,SKU003,8.03,0.8
2022-10-13,SKU004,25.94,0.91
2022-10-13,SKU005,18.77,0.92
2022-10-13,SKU006,24.2,0.77
2022-10-13,SKU007,16.9,0.82
2022-10-13,SKU008,16.4,0.77
2022-10-13,SKU009,10.04,0.82
2022-10-13,SKU010,10.06,0.89
2022-10-13,SKU011,18.26,0.9
2022-10-13,SKU012,14.34,0.94
2022-10-13,SKU013,16.73,0.75
2022-10-13,SKU014,10.27,0.92
2022-10-14,SKU001,26.89,0.89
2022-10-14,SKU002,18.77,0.91
2022-10-14,SKU003,7.55,0.94
2022-10-14,SKU004,22.97,0.93
2022-10-14,SKU005,17.05,0.93
2022-10-14,SKU006,23.57,0.9
2022-10-14,SKU007,18.82,0.75
2022-10-14,SKU008,15.65,0.76
2022-10-14,SKU009,10.28,0.9
2022-10-14,SKU010,9.4,0.94
2022-10-14,SKU011,15.51,0.88
2022-10-14,SKU012,12.39,0.77
2022-10-14,SKU013,15.62,0.89
2022-10-14,SKU014,11.83,0.82
2022-10-15,SKU001,28.2,0.89
2022-10-15,SKU002,19.9,0.85
2022-10-15,SKU003,5.62,0.92
2022-10-15,SKU004,25.91,0.95
2022-10-15,SKU005,18.17,0.78
2022-10-15,SKU006,21.53,0.9
2022-10-15,SKU007,17.36,0.8
2022-10-15,SKU008,11.21,0.92
2022-10-15,SKU009,9.89,0.86
2022-10-15,SKU010,8.14,0.92
2022-10-15,SKU011,14.79,0.92
2022-10-15,SKU012,12.88,0.87
2022-10-15,SKU013,15.42,0.89
2022-10-15,SKU014,8.79,0.89
2022-10-16,SKU001,33.83,0.91
2022-10-16,SKU002,23.73,0.87
2022-10-16,SKU003,8.23,0.88
2022-10-16,SKU004,29.02,0.93
2022-10-16,SKU005,22.12,0.76
2022-10-16,SKU006,21.75,0.93
2022-10-16,SKU007,15.82,0.85
2022-10-16,SKU008,13.03,0.88
2022-10-16,SKU009,9.36,0.86
2022-10-16,SKU010,8.68,0.94
2022-10-16,SKU011,18.41,0.89
2022-10-16,SKU012,14.15,0.89
2022-10-16,SKU013,15.62,0.86
2022-10-16,SKU014,11.4,0.9
2022-10-17,SKU001,30.98,0.79
2022-10-17,SKU002,21.1,0.93
2022-10-17,SKU003,7.29,0.9
2022-10-17,SKU004,28.34,0.82
2022-10-17,SKU005,18.45,0.84
2022-10-17,SKU006,30.1,0.93
2022-10-17,SKU007,14.99,0.77
2022-10-17,SKU008,14.65,0.94
2022-10-17,SKU009,11.55,0.85
2022-10-17,SKU010,8.76,0.78
2022-10-17,SKU011,18.9,0.77
2022-10-17,SKU012,14.09,0.76
2022-10-17,SKU013,16.7,0.88
2022-10-17,SKU014,12.2,0.84
2022-10-18,SKU001,28.16,0.86
2022-10-18,SKU002,21.86,0.78
2022-10-18,SKU003,7.66,0.92
2022-10-18,SKU004,31.76,0.93
2022-10-18,SKU005,18.89,0.81
2022-10-18,SKU006,27.76,0.82
2022-10-18,SKU007,18.46,0.78
2022-10-18,SKU008,14.98,0.95
2022-10-18,SKU009,11.35,0.86
2022-10-18,SKU010,8.63,0.87
2022-10-18,SKU011,17.54,0.95
2022-10-18,SKU012,13.99,0.95
2022-10-18,SKU013,14.76,0.79
2022-10-18,SKU014,11.25,0.76
2022-10-19,SKU001,31.32,0.83
2022-10-19,SKU002,27.67,0.86
2022-10-19,SKU003,8.53,0.94
2022-10-19,SKU004,28.78,0.9
2022-10-19,SKU005,20.88,0.95
2022-10-19,SKU006,26.6,0.93
2022-10-19,SKU007,16.93,0.91
2022-10-19,SKU008,13.01,0.88
2022-10-19,SKU009,9.59,0.88
2022-10-19,SKU010,8.68,0.83
2022-10-19,SKU011,20.25,0.81
2022-10-19,SKU012,13.54,0.88
2022-10-19,SKU013,17.14,0.85
2022-10-19,SKU014,11.99,0.76
2022-10-20,SKU001,33.87,0.84
2022-10-20,SKU002,25.4,0.79
2022-10-20,SKU003,6.9,0.93
2022-10-20,SKU004,29.13,0.82
2022-10-20,SKU005,16.61,0.85
2022-10-20,SKU006,25.06,0.89
2022-10-20,SKU007,18.2,0.87
2022-10-20,SKU008,12.77,0.82
2022-10-20,SKU009,11.88,0.75
2022-10-20,SKU010,8.99,0.89
2022-10-20,SKU011,21.04,0.85
2022-10-20,SKU012,13.26,0.77
2022-10-20,SKU013,16.38,0.94
2022-10-20,SKU014,10.13,0.81
2022-10-21,SKU001,31.28,0.82
2022-10-21,SKU002,25.41,0.89
2022-10-21,SKU003,8.17,0.79
2022-10-21,SKU004,25.25,0.94
2022-10-21,SKU005,17.21,0.93
2022-10-21,SKU006,22.19,0.77
2022-10-21,SKU007,15.08,0.91
2022-10-21,SKU008,12.55,0.89
2022-10-21,SKU009,9.75,0.95
2022-10-21,SKU010,9.18,0.82
2022-10-21,SKU011,16.03,0.79
2022-10-21,SKU012,13.7,0.82
2022-10-21,SKU013,14.73,0.82
2022-10-21,SKU014,9.86,0.78
2022-10-22,SKU001,28.1,0.84
2022-10-22,SKU002,20.98,0.94
2022-10-22,SKU003,6.21,0.81
2022-10-22,SKU004,24.44,0.91
2022-10-22,SKU005,15.49,0.91
2022-10-22,SKU006,20.61,0.8
2022-10-22,SKU007,14.22,0.78
2022-10-22,SKU008,12.55,0.79
2022-10-22,SKU009,11.13,0.82
2022-10-22,SKU010,8.29,0.83
2022-10-22,SKU011,15.36,0.83
2022-10-22,SKU012,11.41,0.93
2022-10-22,SKU013,15.18,0.93
2022-10-22,SKU014,9.87,0.83
2022-10-23,SKU001,35.33,0.82
2022-10-23,SKU002,26.68,0.78
2022-10-23,SKU003,7.58,0.91
2022-10-23,SKU004,31.53,0.81
2022-10-23,SKU005,17.76,0.77
2022-10-23,SKU006,28.17,0.86
2022-10-23,SKU007,16.64,0.85
2022-10-23,SKU008,14.69,0.84
2022-10-23,SKU009,9.89,0.83
2022-10-23,SKU010,9.17,0.85
2022-10-23,SKU011,17.75,0.86
2022-10-23,SKU012,14.47,0.88
2022-10-23,SKU013,18.02,0.89
2022-10-23,SKU014,9.27,0.84
2022-10-24,SKU001,35.32,0.95
2022-10-24,SKU002,22.41,0.79
2022-10-24,SKU003,7.55,0.84
2022-10-24,SKU004,30.24,0.93
2022-10-24,SKU005,18.33,0.82
2022-10-24,SKU006,27.09,0.92
2022-10-24,SKU007,14.33,0.94
2022-10-24,SKU008,13.93,0.79
2022-10-24,SKU009,10.08,0.84
2022-10-24,SKU010,10.79,0.77
2022-10-24,SKU011,17.63,0.9
2022-10-24,SKU012,13.44,0.89
2022-10-24,SKU013,17.71,0.78
2022-10-24,SKU014,12.08,0.95
2022-10-25,SKU001,31.37,0.89
2022-10-25,SKU002,21.34,0.78
2022-10-25,SKU003,8.22,0.92
2022-10-25,SKU004,25.3,0.94
2022-10-25,SKU005,18.18,0.9
2022-10-25,SKU006,25.63,0.79
2022-10-25,SKU007,18.19,0.86
2022-10-25,SKU008,16.79,0.88
2022-10-25,SKU009,10.82,0.86
2022-10-25,SKU010,9.89,0.82
2022-10-25,SKU011,19.26,0.9
2022-10-25,SKU012,14.12,0.8
2022-10-25,SKU013,15.51,0.9
2022-10-25,SKU014,12.18,0.92
2022-10-26,SKU001,30.21,0.87
2022-10-26,SKU002,22.2,0.81
2022-10-26,SKU003,7.52,0.92
2022-10-26,SKU004,26.9,0.84
2022-10-26,SKU005,17.03,0.83
2022-10-26,SKU006,25.32,0.82
2022-10-26,SKU007,16.53,0.91
2022-10-26,SKU008,15.27,0.89
2022-10-26,SKU009,11.84,0.87
2022-10-26,SKU010,8.65,0.89
2022-10-26,SKU011,21.43,0.94
2022-10-26,SKU012,15.94,0.93
2022-10-26,SKU013,16.74,0.85
2022-10-26,SKU014,10.8,0.82
2022-10-27,SKU001,32.74,0.95
2022-10-27,SKU002,22.26,0.76
2022-10-27,SKU003,7.21,0.87
2022-10-27,SKU004,29.32,0.83
2022-10-27,SKU005,20.08,0.94
2022-10-27,SKU006,25.52,0.83
2022-10-27,SKU007,17.99,0.77
2022-10-27,SKU008,16.36,0.76
2022-10-27,SKU009,10.79,0.81
2022-10-27,SKU010,10.41,0.95
2022-10-27,SKU011,18.43,0.92
2022-10-27,SKU012,13.63,0.83
2022-10-27,SKU013,16.12,0.93
2022-10-27,SKU014,11.36,0.78
2022-10-28,SKU001,28.38,0.85
2022-10-28,SKU002,20.42,0.91
2022-10-28,SKU003,6.4,0.83
2022-10-28,SKU004,24.49,0.95
2022-10-28,SKU005,16.92,0.88
2022-10-28,SKU006,23.11,0.91
2022-10-28,SKU007,14.95,0.84
2022-10-28,SKU008,12.82,0.77
2022-10-28,SKU009,9.59,0.76
2022-10-28,SKU010,8.59,0.81
2022-10-28,SKU011,17.11,0.75
2022-10-28,SKU012,12.99,0.81
2022-10-28,SKU013,16.55,0.91
2022-10-28,SKU014,10.78,0.93
2022-10-29,SKU001,31.9,0.9
2022-10-29,SKU002,20.58,0.86
2022-10-29,SKU003,6.72,0.79
2022-10-29,SKU004,25.67,0.93
2022-10-29,SKU005,18.68,0.89
2022-10-29,SKU006,22.87,0.9
2022-10-29,SKU007,15.17,0.92
2022-10-29,SKU008,12.29,0.85
2022-10-29,SKU009,11.04,0.77
2022-10-29,SKU010,9.01,0.78
2022-10-29,SKU011,16.82,0.82
2022-10-29,SKU012,12.75,0.93
2022-10-29,SKU013,16.27,0.81
2022-10-29,SKU014,10.29,0.88
2022-10-30,SKU001,31.38,0.95
2022-10-30,SKU002,22.93,0.79
2022-10-30,SKU003,7.79,0.91
2022-10-30,SKU004,27.42,0.95
2022-10-30,SKU005,22.13,0.76
2022-10-30,SKU006,23.81,0.78
2022-10-30,SKU007,18.35,0.77
2022-10-30,SKU008,15.53,0.94
2022-10-30,SKU009,11.76,0.93
2022-10-30,SKU010,9.19,0.85
2022-10-30,SKU011,16.44,0.91
2022-10-30,SKU012,13.42,0.79
2022-10-30,SKU013,18.44,0.8
2022-10-30,SKU014,13.1,0.95
2022-10-31,SKU001,28.11,0.93
2022-10-31,SKU002,21.66,0.8
2022-10-31,SKU003,8.01,0.78
2022-10-31,SKU004,25.64,0.93
2022-10-31,SKU005,19.44,0.84
2022-10-31,SKU006,21.01,0.95
2022-10-31,SKU007,16.85,0.94
2022-10-31,SKU008,13.71,0.82
2022-10-31,SKU009,12.83,0.93
2022-10-31,SKU010,8.47,0.81
2022-10-31,SKU011,18.79,0.91
2022-10-31,SKU012,14.3,0.81
2022-10-31,SKU013,14.04,0.84
2022-10-31,SKU014,10.43,0.87
2022-11-01,SKU001,30.78,0.85
2022-11-01,SKU002,22.14,0.76
2022-11-01,SKU003,8.22,0.9
2022-11-01,SKU004,29.44,0.84
2022-11-01,SKU005,18.27,0.93
2022-11-01,SKU006,26.59,0.86
2022-11-01,SKU007,15.45,0.88
2022-11-01,SKU008,13.02,0.87
2022-11-01,SKU009,11.01,0.89
2022-11-01,SKU010,8.5,0.81
2022-11-01,SKU011,16.36,0.76
2022-11-01,SKU012,14.25,0.83
2022-11-01,SKU013,15.85,0.9
2022-11-01,SKU014,11.98,0.88
2022-11-02,SKU001,34.42,0.93
2022-11-02,SKU002,23.68,0.86
2022-11-02,SKU003,6.54,0.93
2022-11-02,SKU004,29.41,0.93
2022-11-02,SKU005,18.06,0.89
2022-11-02,SKU006,27.31,0.8
2022-11-02,SKU007,17.84,0.94
2022-11-02,SKU008,13.4,0.77
2022-11-02,SKU009,10.94,0.94
2022-11-02,SKU010,9.04,0.89
2022-11-02,SKU011,19.02,0.86
2022-11-02,SKU012,16.51,0.81
2022-11-02,SKU013,17.63,0.84
2022-11-02,SKU014,10.88,0.8
2022-11-03,SKU001,29.96,0.85
2022-11-03,SKU002,24.77,0.79
2022-11-03,SKU003,7.12,0.84
2022-11-03,SKU004,30.99,0.9
2022-11-03,SKU005,17.37,0.76
2022-11-03,SKU006,30.11,0.93
2022-11-03,SKU007,16.88,0.77
2022-11-03,SKU008,14.58,0.8
2022-11-03,SKU009,10.93,0.86
2022-11-03,SKU010,8.05,0.9
2022-11-03,SKU011,18.84,0.9
2022-11-03,SKU012,15.28,0.78
2022-11-03,SKU013,16.02,0.89
2022-11-03,SKU014,11.07,0.93
2022-11-04,SKU001,29.14,0.8
2022-11-04,SKU002,22.62,0.8
2022-11-04,SKU003,6.59,0.78
2022-11-04,SKU004,25.18,0.79
2022-11-04,SKU005,18.34,0.94
2022-11-04,SKU006,26.82,0.83
2022-11-04,SKU007,14.48,0.78
2022-11-04,SKU008,12.73,0.89
2022-11-04,SKU009,10.88,0.89
2022-11-04,SKU010,8.05,0.9
2022-11-04,SKU011,18.63,0.86
2022-11-04,SKU012,13.88,0.89
2022-11-04,SKU013,13.61,0.79
2022-11-04,SKU014,10.37,0.83
2022-11-05,SKU001,33.04,0.83
2022-11-05,SKU002,20.89,0.8
2022-11-05,SKU003,8.09,0.9
2022-11-05,SKU004,28.51,0.91
2022-11-05,SKU005,15.89,0.9
2022-11-05,SKU006,22.1,0.87
2022-11-05,SKU007,14.16,0.77
2022-11-05,SKU008,12.75,0.89
2022-11-05,SKU009,10.13,0.9
2022-11-05,SKU010,7.86,0.93
2022-11-05,SKU011,17.97,0.89
2022-11-05,SKU012,12.64,0.93
2022-11-05,SKU013,16.94,0.83
2022-11-05,SKU014,10.06,0.93
2022-11-06,SKU001,35.08,0.84
2022-11-06,SKU002,26.37,0.92
2022-11-06,SKU003,7.31,0.92
2022-11-06,SKU004,30.82,0.82
2022-11-06,SKU005,17.24,0.8
2022-11-06,SKU006,27.71,0.84
2022-11-06,SKU007,16.1,0.85
2022-11-06,SKU008,13.86,0.85
2022-11-06,SKU009,11.14,0.76
2022-11-06,SKU010,9.27,0.76
2022-11-06,SKU011,17.59,0.93
2022-11-06,SKU012,13.86,0.79
2022-11-06,SKU013,16.96,0.79
2022-11-06,SKU014,10.83,0.76
2022-11-07,SKU001,34.38,0.76
2022-11-07,SKU002,26.9,0.84
2022-11-07,SKU003,7.57,0.82
2022-11-07,SKU004,27.85,0.91
2022-11-07,SKU005,19.85,0.78
2022-11-07,SKU006,27.36,0.86
2022-11-07,SKU007,16.35,0.81
2022-11-07,SKU008,14.11,0.81
2022-11-07,SKU009,11.02,0.86
