date,flour_type,required_bulk_tons
2022-11-03,Superior Brown,8.05
2022-11-04,Bakery,67.5
2022-11-04,Brown,23.61
2022-11-04,Patent,41.3
2022-11-04,Superior,90.86
2022-11-04,Superior Brown,8.05
2022-11-05,Bakery,71.4
2022-11-05,Brown,22.880000000000003
2022-11-05,Patent,36.260000000000005
2022-11-05,Superior,92.63
2022-11-05,Superior Brown,7.86
2022-11-06,Bakery,75.85
2022-11-06,Brown,25.0
2022-11-06,Patent,43.81
2022-11-06,Superior,100.21
2022-11-06,Superior Brown,9.27
2022-11-07,Bakery,75.79
2022-11-07,Brown,25.13
2022-11-07,Patent,43.71
2022-11-07,Superior,102.56
2022-11-07,Superior Brown,9.81
2022-11-08,Bakery,79.96000000000001
2022-11-08,Brown,24.810000000000002
2022-11-08,Patent,44.57
2022-11-08,Superior,93.1
2022-11-08,Superior Brown,9.58
2022-11-09,Bakery,75.03
2022-11-09,Brown,24.97
2022-11-09,Patent,44.400000000000006
2022-11-09,Superior,103.42
2022-11-09,Superior Brown,9.06
2022-11-10,Bakery,75.53
2022-11-10,Brown,27.21
2022-11-10,Patent,43.55
2022-11-10,Superior,100.33
2022-11-10,Superior Brown,9.94
2022-11-11,Bakery,66.41
2022-11-11,Brown,22.54
2022-11-11,Patent,41.790000000000006
2022-11-11,Superior,85.7
2022-11-11,Superior Brown,9.02
2022-11-12,Bakery,72.17
2022-11-12,Brown,21.86
2022-11-12,Patent,39.29
2022-11-12,Superior,88.9
2022-11-12,Superior Brown,8.14
2022-11-13,Bakery,74.14
2022-11-13,Brown,24.92
2022-11-13,Patent,44.5
2022-11-13,Superior,91.78999999999999
2022-11-13,Superior Brown,9.5
2022-11-14,Bakery,75.31
2022-11-14,Brown,24.36
2022-11-14,Patent,42.54
2022-11-14,Superior,98.94
2022-11-14,Superior Brown,9.13
2022-11-15,Bakery,72.86
2022-11-15,Brown,24.36
2022-11-15,Patent,43.42
2022-11-15,Superior,96.64
2022-11-15,Superior Brown,8.96
2022-11-16,Bakery,74.23
2022-11-16,Brown,26.490000000000002
2022-11-16,Patent,40.82
2022-11-16,Superior,102.77
2022-11-16,Superior Brown,10.23
2022-11-17,Bakery,81.2
2022-11-17,Brown,25.4
2022-11-17,Patent,47.730000000000004
2022-11-17,Superior,98.94
2022-11-17,Superior Brown,8.79
2022-11-18,Bakery,73.76
2022-11-18,Brown,25.79
2022-11-18,Patent,36.379999999999995
2022-11-18,Superior,85.73
2022-11-18,Superior Brown,9.35
2022-11-19,Bakery,67.77
2022-11-19,Brown,21.98
2022-11-19,Patent,39.989999999999995
2022-11-19,Superior,86.44
2022-11-19,Superior Brown,10.24
2022-11-20,Bakery,79.64
2022-11-20,Brown,26.1
2022-11-20,Patent,42.370000000000005
2022-11-20,Superior,102.02
2022-11-20,Superior Brown,10.47
2022-11-21,Bakery,72.64
2022-11-21,Brown,24.52
2022-11-21,Patent,42.55
2022-11-21,Superior,102.18
2022-11-21,Superior Brown,11.25
2022-11-22,Bakery,80.8
2022-11-22,Brown,23.36
2022-11-22,Patent,43.83
2022-11-22,Superior,99.06
2022-11-22,Superior Brown,11.06
2022-11-23,Bakery,77.12
2022-11-23,Brown,28.009999999999998
2022-11-23,Patent,48.58
2022-11-23,Superior,104.27
2022-11-23,Superior Brown,9.14
2022-11-24,Bakery,78.12
2022-11-24,Brown,23.35
2022-11-24,Patent,44.07
2022-11-24,Superior,98.91
2022-11-24,Superior Brown,9.3
2022-11-25,Bakery,69.93
2022-11-25,Brown,24.69
2022-11-25,Patent,37.58
2022-11-25,Superior,90.5
2022-11-25,Superior Brown,9.73
2022-11-26,Bakery,71.24000000000001
2022-11-26,Brown,23.310000000000002
2022-11-26,Patent,38.75
2022-11-26,Superior,86.47
2022-11-26,Superior Brown,9.54
2022-11-27,Bakery,86.42999999999999
2022-11-27,Brown,25.91
2022-11-27,Patent,46.28
2022-11-27,Superior,92.45
2022-11-27,Superior Brown,9.1
2022-11-28,Bakery,78.72
2022-11-28,Brown,26.11
2022-11-28,Patent,45.81999999999999
2022-11-28,Superior,99.58
2022-11-28,Superior Brown,9.62
2022-11-29,Bakery,78.62
2022-11-29,Brown,29.45
2022-11-29,Patent,53.379999999999995
2022-11-29,Superior,105.71000000000001
2022-11-29,Superior Brown,10.25
2022-11-30,Bakery,78.08
2022-11-30,Brown,28.21
2022-11-30,Patent,50.91
2022-11-30,Superior,103.44999999999999
2022-11-30,Superior Brown,10.21
2022-12-01,Bakery,77.76
2022-12-01,Brown,27.08
2022-12-01,Patent,45.56
2022-12-01,Superior,101.69
2022-12-01,Superior Brown,8.48
2022-12-02,Bakery,74.37
2022-12-02,Brown,24.08
2022-12-02,Patent,42.129999999999995
2022-12-02,Superior,88.99000000000001
2022-12-02,Superior Brown,8.15
2022-12-03,Bakery,70.12
2022-12-03,Brown,24.240000000000002
2022-12-03,Patent,38.37
2022-12-03,Superior,92.08
2022-12-03,Superior Brown,8.57
2022-12-04,Bakery,78.21000000000001
2022-12-04,Brown,24.34
2022-12-04,Patent,48.78
2022-12-04,Superior,104.0
2022-12-04,Superior Brown,9.74
2022-12-05,Bakery,79.59
2022-12-05,Brown,30.29
2022-12-05,Patent,44.43
2022-12-05,Superior,111.8
2022-12-05,Superior Brown,10.01
2022-12-06,Bakery,86.12
2022-12-06,Brown,28.86
2022-12-06,Patent,47.34
2022-12-06,Superior,107.86
2022-12-06,Superior Brown,9.54
2022-12-07,Bakery,84.84
2022-12-07,Brown,25.53
2022-12-07,Patent,46.3
2022-12-07,Superior,108.51
2022-12-07,Superior Brown,9.22
2022-12-08,Bakery,77.85
2022-12-08,Brown,29.8
2022-12-08,Patent,47.65
2022-12-08,Superior,112.07
2022-12-08,Superior Brown,9.78
2022-12-09,Bakery,69.8
2022-12-09,Brown,22.93
2022-12-09,Patent,45.95
2022-12-09,Superior,91.71
2022-12-09,Superior Brown,9.57
2022-12-10,Bakery,72.4
2022-12-10,Brown,26.59
2022-12-10,Patent,43.22
2022-12-10,Superior,98.13
2022-12-10,Superior Brown,9.33
2022-12-11,Bakery,84.02
2022-12-11,Brown,28.950000000000003
2022-12-11,Patent,46.019999999999996
2022-12-11,Superior,103.59
2022-12-11,Superior Brown,10.34
2022-12-12,Bakery,78.42
2022-12-12,Brown,27.21
2022-12-12,Patent,44.54
2022-12-12,Superior,99.29
2022-12-12,Superior Brown,10.91
2022-12-13,Bakery,81.08
2022-12-13,Brown,26.89
2022-12-13,Patent,44.160000000000004
2022-12-13,Superior,100.94
2022-12-13,Superior Brown,9.0
2022-12-14,Bakery,83.42
2022-12-14,Brown,27.130000000000003
2022-12-14,Patent,43.3
2022-12-14,Superior,104.41
2022-12-14,Superior Brown,10.2
2022-12-15,Bakery,87.94
2022-12-15,Brown,27.7
2022-12-15,Patent,45.0
2022-12-15,Superior,100.84
2022-12-15,Superior Brown,10.28
2022-12-16,Bakery,77.39
2022-12-16,Brown,25.020000000000003
2022-12-16,Patent,43.25
2022-12-16,Superior,104.27
2022-12-16,Superior Brown,8.33
2022-12-17,Bakery,75.95
2022-12-17,Brown,24.759999999999998
2022-12-17,Patent,44.17
2022-12-17,Superior,100.01
2022-12-17,Superior Brown,9.58
2022-12-18,Bakery,82.54
2022-12-18,Brown,28.86
2022-12-18,Patent,49.04
2022-12-18,Superior,97.34
2022-12-18,Superior Brown,10.49
2022-12-19,Bakery,76.46
2022-12-19,Brown,29.07
2022-12-19,Patent,51.45
2022-12-19,Superior,108.54
2022-12-19,Superior Brown,11.97
2022-12-20,Bakery,84.86
2022-12-20,Brown,31.02
2022-12-20,Patent,47.94
2022-12-20,Superior,110.51
2022-12-20,Superior Brown,10.51
2022-12-21,Bakery,90.75999999999999
2022-12-21,Brown,31.25
2022-12-21,Patent,49.53
2022-12-21,Superior,113.56
2022-12-21,Superior Brown,10.88
2022-12-22,Bakery,82.46000000000001
2022-12-22,Brown,27.14
2022-12-22,Patent,47.84
2022-12-22,Superior,105.62
2022-12-22,Superior Brown,10.93
2022-12-23,Bakery,72.38
2022-12-23,Brown,24.92
2022-12-23,Patent,44.66
2022-12-23,Superior,97.19
2022-12-23,Superior Brown,9.65
2022-12-24,Bakery,77.34
2022-12-24,Brown,24.759999999999998
2022-12-24,Patent,44.1
2022-12-24,Superior,96.93
2022-12-24,Superior Brown,9.57
2022-12-25,Bakery,78.51
2022-12-25,Brown,28.64
2022-12-25,Patent,45.74
2022-12-25,Superior,106.13
2022-12-25,Superior Brown,10.01
2022-12-26,Bakery,83.91
2022-12-26,Brown,29.36
2022-12-26,Patent,45.93
2022-12-26,Superior,115.5
2022-12-26,Superior Brown,10.42
2022-12-27,Bakery,85.2
2022-12-27,Brown,29.549999999999997
2022-12-27,Patent,48.769999999999996
2022-12-27,Superior,105.50999999999999
2022-12-27,Superior Brown,11.61
2022-12-28,Bakery,85.98
2022-12-28,Brown,29.78
2022-12-28,Patent,46.26
2022-12-28,Superior,110.32
2022-12-28,Superior Brown,11.04
2022-12-29,Bakery,81.66
2022-12-29,Brown,28.630000000000003
2022-12-29,Patent,48.870000000000005
2022-12-29,Superior,111.63
2022-12-29,Superior Brown,10.16
2022-12-30,Bakery,76.06
2022-12-30,Brown,24.77
2022-12-30,Patent,48.2
2022-12-30,Superior,100.51
2022-12-30,Superior Brown,11.27
2022-12-31,Bakery,77.03
2022-12-31,Brown,28.130000000000003
2022-12-31,Patent,42.66
2022-12-31,Superior,95.59
2022-12-31,Superior Brown,8.68
2023-01-01,Bakery,88.99
2023-01-01,Brown,29.33
2023-01-01,Patent,51.42999999999999
2023-01-01,Superior,110.47
2023-01-01,Superior Brown,9.43
2023-01-02,Bakery,89.37
2023-01-02,Brown,31.32
2023-01-02,Patent,47.870000000000005
2023-01-02,Superior,114.92
2023-01-02,Superior Brown,10.57
2023-01-03,Bakery,86.9
2023-01-03,Brown,28.15
2023-01-03,Patent,50.63
2023-01-03,Superior,122.41
2023-01-03,Superior Brown,10.49
2023-01-04,Bakery,91.59
2023-01-04,Brown,29.61
2023-01-04,Patent,54.6
2023-01-04,Superior,119.16
2023-01-04,Superior Brown,10.24
2023-01-05,Bakery,88.35000000000001
2023-01-05,Brown,29.27
2023-01-05,Patent,48.5
2023-01-05,Superior,106.9
2023-01-05,Superior Brown,10.44
2023-01-06,Bakery,77.04
2023-01-06,Brown,25.61
2023-01-06,Patent,47.11
2023-01-06,Superior,94.17
2023-01-06,Superior Brown,9.4
2023-01-07,Bakery,82.47
2023-01-07,Brown,27.3
2023-01-07,Patent,46.28
2023-01-07,Superior,98.2
2023-01-07,Superior Brown,9.35
2023-01-08,Bakery,86.58
2023-01-08,Brown,29.85
2023-01-08,Patent,54.48
2023-01-08,Superior,120.19
2023-01-08,Superior Brown,11.34
2023-01-09,Bakery,92.86
2023-01-09,Brown,29.840000000000003
2023-01-09,Patent,45.17
2023-01-09,Superior,118.75999999999999
2023-01-09,Superior Brown,10.45
2023-01-10,Bakery,87.84
2023-01-10,Brown,31.23
2023-01-10,Patent,58.19
2023-01-10,Superior,111.25
2023-01-10,Superior Brown,10.83
2023-01-11,Bakery,91.53999999999999
2023-01-11,Brown,32.9
2023-01-11,Patent,51.980000000000004
2023-01-11,Superior,116.26
2023-01-11,Superior Brown,11.74
2023-01-12,Bakery,92.5
2023-01-12,Brown,32.46
2023-01-12,Patent,49.64
2023-01-12,Superior,111.11
2023-01-12,Superior Brown,10.55
2023-01-13,Bakery,81.44
2023-01-13,Brown,27.1
2023-01-13,Patent,47.91
2023-01-13,Superior,109.36
2023-01-13,Superior Brown,10.16
2023-01-14,Bakery,83.19
2023-01-14,Brown,27.369999999999997
2023-01-14,Patent,46.08
2023-01-14,Superior,107.36000000000001
2023-01-14,Superior Brown,9.61
2023-01-15,Bakery,86.64
2023-01-15,Brown,29.799999999999997
2023-01-15,Patent,53.63
2023-01-15,Superior,109.25
2023-01-15,Superior Brown,11.69
2023-01-16,Bakery,89.59
2023-01-16,Brown,29.630000000000003
2023-01-16,Patent,50.519999999999996
2023-01-16,Superior,121.39
2023-01-16,Superior Brown,11.82
2023-01-17,Bakery,86.56
2023-01-17,Brown,32.75
2023-01-17,Patent,51.58
2023-01-17,Superior,109.78
2023-01-17,Superior Brown,13.8
2023-01-18,Bakery,87.21000000000001
2023-01-18,Brown,30.560000000000002
2023-01-18,Patent,58.28
2023-01-18,Superior,123.31
2023-01-18,Superior Brown,11.37
2023-01-19,Bakery,94.42
2023-01-19,Brown,31.3
2023-01-19,Patent,52.290000000000006
2023-01-19,Superior,119.35000000000001
2023-01-19,Superior Brown,11.52
2023-01-20,Bakery,82.08
2023-01-20,Brown,26.14
2023-01-20,Patent,45.96
2023-01-20,Superior,100.27
2023-01-20,Superior Brown,10.21
2023-01-21,Bakery,86.97
2023-01-21,Brown,31.08
2023-01-21,Patent,47.8
2023-01-21,Superior,108.34
2023-01-21,Superior Brown,10.73
2023-01-22,Bakery,89.85
2023-01-22,Brown,28.93
2023-01-22,Patent,53.81999999999999
2023-01-22,Superior,113.31
2023-01-22,Superior Brown,12.22
2023-01-23,Bakery,96.92
2023-01-23,Brown,29.72
2023-01-23,Patent,51.94
2023-01-23,Superior,118.24000000000001
2023-01-23,Superior Brown,12.23
2023-01-24,Bakery,91.16
2023-01-24,Brown,31.46
2023-01-24,Patent,50.629999999999995
2023-01-24,Superior,120.96
2023-01-24,Superior Brown,10.88
2023-01-25,Bakery,98.03999999999999
2023-01-25,Brown,30.38
2023-01-25,Patent,53.54
2023-01-25,Superior,118.46000000000001
2023-01-25,Superior Brown,13.02
2023-01-26,Bakery,91.78
2023-01-26,Brown,30.91
2023-01-26,Patent,52.75
2023-01-26,Superior,128.46
2023-01-26,Superior Brown,10.8
2023-01-27,Bakery,88.6
2023-01-27,Brown,27.490000000000002
2023-01-27,Patent,47.92
2023-01-27,Superior,104.78
2023-01-27,Superior Brown,11.42
2023-01-28,Bakery,87.17
2023-01-28,Brown,27.57
2023-01-28,Patent,52.85
2023-01-28,Superior,108.61
2023-01-28,Superior Brown,8.76
2023-01-29,Bakery,98.77
2023-01-29,Brown,29.36
2023-01-29,Patent,50.39
2023-01-29,Superior,130.3
2023-01-29,Superior Brown,10.28
2023-01-30,Bakery,93.34
2023-01-30,Brown,36.12
2023-01-30,Patent,51.32
2023-01-30,Superior,122.57000000000001
2023-01-30,Superior Brown,11.29
2023-01-31,Bakery,94.60000000000001
2023-01-31,Brown,31.85
2023-01-31,Patent,57.11
2023-01-31,Superior,128.82
2023-01-31,Superior Brown,11.29
2023-02-01,Bakery,96.67999999999999
2023-02-01,Brown,31.64
2023-02-01,Patent,53.18
2023-02-01,Superior,125.97
2023-02-01,Superior Brown,11.68
2023-02-02,Bakery,97.38
2023-02-02,Brown,31.05
2023-02-02,Patent,54.99
2023-02-02,Superior,123.97
2023-02-02,Superior Brown,12.97
2023-02-03,Bakery,88.22
2023-02-03,Brown,30.04
2023-02-03,Patent,51.64
2023-02-03,Superior,107.17
2023-02-03,Superior Brown,10.86
2023-02-04,Bakery,85.73
2023-02-04,Brown,30.6
2023-02-04,Patent,51.44
2023-02-04,Superior,113.22
2023-02-04,Superior Brown,11.15
2023-02-05,Bakery,92.83
2023-02-05,Brown,31.31
2023-02-05,Patent,58.01
2023-02-05,Superior,123.69
2023-02-05,Superior Brown,10.45
2023-02-06,Bakery,95.03
2023-02-06,Brown,33.32
2023-02-06,Patent,56.75
2023-02-06,Superior,126.55
2023-02-06,Superior Brown,11.15
2023-02-07,Bakery,98.33
2023-02-07,Brown,32.96
2023-02-07,Patent,58.349999999999994
2023-02-07,Superior,124.82000000000001
2023-02-07,Superior Brown,11.67
2023-02-08,Bakery,93.05
2023-02-08,Brown,32.67
2023-02-08,Patent,54.57
2023-02-08,Superior,122.78
2023-02-08,Superior Brown,14.55
2023-02-09,Bakery,99.30000000000001
2023-02-09,Brown,36.11
2023-02-09,Patent,53.260000000000005
2023-02-09,Superior,122.16
2023-02-09,Superior Brown,14.16
2023-02-10,Bakery,89.55
2023-02-10,Brown,31.849999999999998
2023-02-10,Patent,47.17
2023-02-10,Superior,110.11
2023-02-10,Superior Brown,12.38
2023-02-11,Bakery,86.54
2023-02-11,Brown,27.67
2023-02-11,Patent,43.19
2023-02-11,Superior,114.11999999999999
2023-02-11,Superior Brown,11.7
2023-02-12,Bakery,99.01
2023-02-12,Brown,33.04
2023-02-12,Patent,60.980000000000004
2023-02-12,Superior,123.72
2023-02-12,Superior Brown,11.27
2023-02-13,Bakery,98.11
2023-02-13,Brown,32.47
2023-02-13,Patent,55.05
2023-02-13,Superior,133.05
2023-02-13,Superior Brown,11.98
2023-02-14,Bakery,93.8
2023-02-14,Brown,30.83
2023-02-14,Patent,50.55
2023-02-14,Superior,124.82
2023-02-14,Superior Brown,12.48
2023-02-15,Bakery,96.6
2023-02-15,Brown,32.28
2023-02-15,Patent,54.17
2023-02-15,Superior,116.1
2023-02-15,Superior Brown,11.55
2023-02-16,Bakery,103.05
2023-02-16,Brown,31.93
2023-02-16,Patent,51.97
2023-02-16,Superior,123.34
2023-02-16,Superior Brown,10.63
2023-02-17,Bakery,88.14
2023-02-17,Brown,26.810000000000002
2023-02-17,Patent,51.96
2023-02-17,Superior,110.09
2023-02-17,Superior Brown,10.49
2023-02-18,Bakery,85.52
2023-02-18,Brown,28.91
2023-02-18,Patent,54.28
2023-02-18,Superior,110.22
2023-02-18,Superior Brown,10.59
2023-02-19,Bakery,97.88
2023-02-19,Brown,31.47
2023-02-19,Patent,52.93
2023-02-19,Superior,126.72
2023-02-19,Superior Brown,14.21
2023-02-20,Bakery,100.63
2023-02-20,Brown,31.86
2023-02-20,Patent,58.4
2023-02-20,Superior,112.7
2023-02-20,Superior Brown,13.25
2023-02-21,Bakery,91.59
2023-02-21,Brown,28.23
2023-02-21,Patent,57.33
2023-02-21,Superior,126.21000000000001
2023-02-21,Superior Brown,12.6
2023-02-22,Bakery,100.22
2023-02-22,Brown,32.61
2023-02-22,Patent,57.8
2023-02-22,Superior,115.25
2023-02-22,Superior Brown,13.09
2023-02-23,Bakery,102.61
2023-02-23,Brown,33.269999999999996
2023-02-23,Patent,56.69
2023-02-23,Superior,114.58000000000001
2023-02-23,Superior Brown,11.1
2023-02-24,Bakery,92.4
2023-02-24,Brown,31.02
2023-02-24,Patent,57.95
2023-02-24,Superior,114.88
2023-02-24,Superior Brown,11.08
2023-02-25,Bakery,90.76
2023-02-25,Brown,27.24
2023-02-25,Patent,51.11
2023-02-25,Superior,107.76
2023-02-25,Superior Brown,10.95
2023-02-26,Bakery,100.42
2023-02-26,Brown,34.769999999999996
2023-02-26,Patent,69.56
2023-02-26,Superior,125.03
2023-02-26,Superior Brown,11.51
2023-02-27,Bakery,100.91
2023-02-27,Brown,32.300000000000004
2023-02-27,Patent,61.97
2023-02-27,Superior,122.25999999999999
2023-02-27,Superior Brown,11.42
2023-02-28,Bakery,98.17
2023-02-28,Brown,31.240000000000002
2023-02-28,Patent,59.8
2023-02-28,Superior,127.72999999999999
2023-02-28,Superior Brown,10.94
2023-03-01,Bakery,103.63
2023-03-01,Brown,34.54
2023-03-01,Patent,59.56999999999999
2023-03-01,Superior,116.69
2023-03-01,Superior Brown,12.02
2023-03-02,Bakery,102.13
2023-03-02,Brown,30.61
2023-03-02,Patent,56.59
2023-03-02,Superior,133.15
2023-03-02,Superior Brown,12.14
2023-03-03,Bakery,82.82
2023-03-03,Brown,30.409999999999997
2023-03-03,Patent,50.69
2023-03-03,Superior,112.88
2023-03-03,Superior Brown,11.35
2023-03-04,Bakery,91.48
2023-03-04,Brown,30.92
2023-03-04,Patent,53.11
2023-03-04,Superior,112.92
2023-03-04,Superior Brown,10.5
2023-03-05,Bakery,105.31
2023-03-05,Brown,33.68
2023-03-05,Patent,56.74
2023-03-05,Superior,126.25
2023-03-05,Superior Brown,13.68
2023-03-06,Bakery,101.33
2023-03-06,Brown,34.08
2023-03-06,Patent,53.54
2023-03-06,Superior,126.8
2023-03-06,Superior Brown,12.64
2023-03-07,Bakery,104.03
2023-03-07,Brown,34.08
2023-03-07,Patent,58.17
2023-03-07,Superior,129.16
2023-03-07,Superior Brown,9.56
2023-03-08,Bakery,98.92
2023-03-08,Brown,33.34
2023-03-08,Patent,57.22
2023-03-08,Superior,126.55000000000001
2023-03-08,Superior Brown,10.5
2023-03-09,Bakery,100.25999999999999
2023-03-09,Brown,35.44
2023-03-09,Patent,54.89
2023-03-09,Superior,121.72
2023-03-09,Superior Brown,12.05
2023-03-10,Bakery,88.41
2023-03-10,Brown,28.79
2023-03-10,Patent,50.36
2023-03-10,Superior,110.0
2023-03-10,Superior Brown,11.3
2023-03-11,Bakery,89.48
2023-03-11,Brown,31.22
2023-03-11,Patent,48.18
2023-03-11,Superior,120.52
2023-03-11,Superior Brown,9.98
2023-03-12,Bakery,98.49
2023-03-12,Brown,32.019999999999996
2023-03-12,Patent,58.989999999999995
2023-03-12,Superior,138.61
2023-03-12,Superior Brown,13.89
2023-03-13,Bakery,97.36
2023-03-13,Brown,36.82
2023-03-13,Patent,53.45
2023-03-13,Superior,136.63
2023-03-13,Superior Brown,13.15
2023-03-14,Bakery,100.49000000000001
2023-03-14,Brown,32.92
2023-03-14,Patent,54.230000000000004
2023-03-14,Superior,121.27
2023-03-14,Superior Brown,9.67
2023-03-15,Bakery,99.09
2023-03-15,Brown,35.120000000000005
2023-03-15,Patent,57.33
2023-03-15,Superior,126.58
2023-03-15,Superior Brown,11.94
2023-03-16,Bakery,105.83
2023-03-16,Brown,36.56
2023-03-16,Patent,59.260000000000005
2023-03-16,Superior,127.85
2023-03-16,Superior Brown,14.09
2023-03-17,Bakery,93.17999999999999
2023-03-17,Brown,31.46
2023-03-17,Patent,47.64
2023-03-17,Superior,116.49000000000001
2023-03-17,Superior Brown,11.13
2023-03-18,Bakery,92.53
2023-03-18,Brown,28.3
2023-03-18,Patent,53.15
2023-03-18,Superior,122.57
2023-03-18,Superior Brown,10.84
2023-03-19,Bakery,98.56
2023-03-19,Brown,32.7
2023-03-19,Patent,54.33
2023-03-19,Superior,130.56
2023-03-19,Superior Brown,11.84
2023-03-20,Bakery,103.85
2023-03-20,Brown,32.38
2023-03-20,Patent,57.89
2023-03-20,Superior,132.3
2023-03-20,Superior Brown,11.88
2023-03-21,Bakery,96.75
2023-03-21,Brown,34.39
2023-03-21,Patent,59.75
2023-03-21,Superior,123.92
2023-03-21,Superior Brown,13.34
2023-03-22,Bakery,102.17
2023-03-22,Brown,35.900000000000006
2023-03-22,Patent,55.49
2023-03-22,Superior,127.27
2023-03-22,Superior Brown,10.61
2023-03-23,Bakery,249.36
2023-03-23,Brown,87.05
2023-03-23,Patent,144.45
2023-03-23,Superior,319.83
2023-03-23,Superior Brown,32.13
2023-03-24,Bakery,214.6
2023-03-24,Brown,68.45
2023-03-24,Patent,123.84
2023-03-24,Superior,299.73
2023-03-24,Superior Brown,23.08
2023-03-25,Bakery,222.57
2023-03-25,Brown,74.71000000000001
2023-03-25,Patent,132.25
2023-03-25,Superior,281.75
2023-03-25,Superior Brown,28.1
2023-03-26,Bakery,260.66
2023-03-26,Brown,89.36
2023-03-26,Patent,140.1
2023-03-26,Superior,319.99
2023-03-26,Superior Brown,30.81
2023-03-27,Bakery,239.82
2023-03-27,Brown,81.47
2023-03-27,Patent,149.45999999999998
2023-03-27,Superior,327.19
2023-03-27,Superior Brown,29.95
2023-03-28,Bakery,254.8
2023-03-28,Brown,83.03999999999999
2023-03-28,Patent,135.99
2023-03-28,Superior,339.24
2023-03-28,Superior Brown,27.71
2023-03-29,Bakery,260.54
2023-03-29,Brown,86.53999999999999
2023-03-29,Patent,138.64000000000001
2023-03-29,Superior,357.52
2023-03-29,Superior Brown,30.53
2023-03-30,Bakery,258.38
2023-03-30,Brown,88.73
2023-03-30,Patent,148.03
2023-03-30,Superior,322.23
2023-03-30,Superior Brown,31.65
2023-03-31,Bakery,228.73
2023-03-31,Brown,74.34
2023-03-31,Patent,127.75
2023-03-31,Superior,293.04
2023-03-31,Superior Brown,27.23
2023-04-01,Bakery,197.97
2023-04-01,Brown,76.56
2023-04-01,Patent,123.74000000000001
2023-04-01,Superior,301.74
2023-04-01,Superior Brown,24.2
2023-04-02,Bakery,258.12
2023-04-02,Brown,84.01
2023-04-02,Patent,136.31
2023-04-02,Superior,317.18
2023-04-02,Superior Brown,30.02
2023-04-03,Bakery,253.21
2023-04-03,Brown,84.42
2023-04-03,Patent,123.99000000000001
2023-04-03,Superior,322.01
2023-04-03,Superior Brown,31.59
2023-04-04,Bakery,264.43
2023-04-04,Brown,86.97
2023-04-04,Patent,163.78
2023-04-04,Superior,338.84
2023-04-04,Superior Brown,37.47
2023-04-05,Bakery,256.13
2023-04-05,Brown,75.96000000000001
2023-04-05,Patent,136.61
2023-04-05,Superior,320.36
2023-04-05,Superior Brown,34.91
2023-04-06,Bakery,265.46
2023-04-06,Brown,86.94
2023-04-06,Patent,136.32
2023-04-06,Superior,363.54999999999995
2023-04-06,Superior Brown,34.26
2023-04-07,Bakery,232.99
2023-04-07,Brown,77.97
2023-04-07,Patent,132.56
2023-04-07,Superior,300.35
2023-04-07,Superior Brown,29.41
2023-04-08,Bakery,221.51999999999998
2023-04-08,Brown,77.17
2023-04-08,Patent,120.88
2023-04-08,Superior,295.38
2023-04-08,Superior Brown,27.09
2023-04-09,Bakery,263.25
2023-04-09,Brown,79.6
2023-04-09,Patent,152.19
2023-04-09,Superior,318.33
2023-04-09,Superior Brown,31.93
2023-04-10,Bakery,267.85
2023-04-10,Brown,92.17
2023-04-10,Patent,149.31
2023-04-10,Superior,321.54
2023-04-10,Superior Brown,31.76
2023-04-11,Bakery,262.90999999999997
2023-04-11,Brown,89.32
2023-04-11,Patent,158.95
2023-04-11,Superior,324.55
2023-04-11,Superior Brown,33.43
2023-04-12,Bakery,258.31
2023-04-12,Brown,92.33
2023-04-12,Patent,153.96
2023-04-12,Superior,334.48
2023-04-12,Superior Brown,28.16
2023-04-13,Bakery,242.66
2023-04-13,Brown,88.22
2023-04-13,Patent,148.5
2023-04-13,Superior,340.75
2023-04-13,Superior Brown,34.86
2023-04-14,Bakery,228.16
2023-04-14,Brown,76.62
2023-04-14,Patent,133.98000000000002
2023-04-14,Superior,290.44
2023-04-14,Superior Brown,28.36
2023-04-15,Bakery,218.53
2023-04-15,Brown,79.98
2023-04-15,Patent,117.45
2023-04-15,Superior,284.33
2023-04-15,Superior Brown,28.56
2023-04-16,Bakery,254.28
2023-04-16,Brown,81.46000000000001
2023-04-16,Patent,161.19
2023-04-16,Superior,325.8
2023-04-16,Superior Brown,31.43
2023-04-17,Bakery,234.55
2023-04-17,Brown,80.72
2023-04-17,Patent,151.56
2023-04-17,Superior,332.09000000000003
2023-04-17,Superior Brown,35.32
2023-04-18,Bakery,253.28
2023-04-18,Brown,77.57
2023-04-18,Patent,138.73
2023-04-18,Superior,314.15000000000003
2023-04-18,Superior Brown,30.74
2023-04-19,Bakery,253.7
2023-04-19,Brown,79.58
2023-04-19,Patent,128.07999999999998
2023-04-19,Superior,329.45
2023-04-19,Superior Brown,29.04
2023-04-20,Bakery,250.5
2023-04-20,Brown,79.92
2023-04-20,Patent,153.01
2023-04-20,Superior,322.56
2023-04-20,Superior Brown,28.98
2023-04-21,Bakery,228.95
2023-04-21,Brown,72.0
2023-04-21,Patent,147.17000000000002
2023-04-21,Superior,290.63
2023-04-21,Superior Brown,26.28
2023-04-22,Bakery,83.89
2023-04-22,Brown,34.18
2023-04-22,Patent,58.5
2023-04-22,Superior,120.24
2023-04-22,Superior Brown,10.75
2023-04-23,Bakery,100.50999999999999
2023-04-23,Brown,30.39
2023-04-23,Patent,55.13
2023-04-23,Superior,126.76
2023-04-23,Superior Brown,11.62
