kpi_name,period,value,delta,driver,status,scenario_id
avg_wheat_cost_sar,2024-01,967.8955,0.0,Market,neutral,base
waste_impact_pct,2024-01,2.155,0.0,Waste,positive,base
high_risk_supply_pct,2024-01,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-01,0.075,0.0,Quality,neutral,base
energy_per_ton,2024-01,69.4092,0.0,Efficiency,neutral,base
water_per_ton,2024-01,0.7741,0.0,Conservation,neutral,base
vision_2030_compliance,2024-01,85.5,0.0,Composite,positive,base
mill_utilization_pct,2024-01,64.8075,0.0,Utilization,positive,base
waste_rate_vs_target,2024-01,-0.34,0.0,Gap to target,positive,base
total_demand_tons,2024-02,64637.97,-2.7,SKU forecast,negative,base
recipe_time_utilization_pct,2024-02,63.4796,-1.3278,Time constraint,positive,base
capacity_violations_count,2024-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-02,980.8731,12.9776,Wheat price,neutral,base
waste_rate_pct,2024-02,2.349,0.194,Recipe mix,positive,base
vision_2030_index,2024-02,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-02,87.4433,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-02,64637.97,0.0,Flour demand,neutral,base
total_recipe_hours,2024-02,1644.26,0.0,Recipe demand,neutral,base
seasonality_index,2024-02,1.0562,0.0,Calendar,neutral,base
planned_recipe_hours,2024-02,1028.37,0.0,Schedule,neutral,base
available_mill_hours,2024-02,1620.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-02,591.63,0.0,Capacity balance,positive,base
avg_changeovers,2024-02,104.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2024-02,3900818.0,0.0,Forecast,neutral,base
vision_2030_compliance,2024-02,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2024-02,980.8731,0.0,Market,neutral,base
wheat_cost_index,2024-02,949.9313,0.0,Raw material,neutral,base
mill_utilization_pct,2024-02,63.4796,0.0,Utilization,positive,base
overload_hours,2024-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-02,177.0,0.0,Scheduling,neutral,base
downtime_risk_score,2024-02,31.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-02,64637.93,0.0,Procurement,neutral,base
avg_run_length_days,2024-02,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2024-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-02,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-02,-0.15,0.0,Gap to target,positive,base
energy_per_ton,2024-02,70.335,0.0,Efficiency,neutral,base
water_per_ton,2024-02,0.7972,0.0,Conservation,neutral,base
waste_impact_pct,2024-02,2.349,0.0,Waste,positive,base
yield_variability_index,2024-02,0.08,0.0,Quality,neutral,base
vision_2030_index,2024-03,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2024-03,64.1801,0.7005,Time constraint,positive,base
capacity_violations_count,2024-03,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-03,1014.0836,33.2105,Wheat price,neutral,base
waste_rate_pct,2024-03,2.1917,-0.1573,Recipe mix,positive,base
avg_changeovers,2024-03,113.0,0.0,Recipe switches,neutral,base
total_demand_tons,2024-03,86873.85,34.4006,SKU forecast,positive,base
total_recipe_hours,2024-03,2202.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-03,87.5138,0.0,Model accuracy,positive,base
seasonality_index,2024-03,1.3319,0.0,Calendar,neutral,base
planned_recipe_hours,2024-03,1133.1,0.0,Schedule,neutral,base
available_mill_hours,2024-03,1765.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2024-03,5231034.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-03,86873.85,0.0,Flour demand,neutral,base
slack_shortfall_hours,2024-03,632.4,0.0,Capacity balance,positive,base
vision_2030_compliance,2024-03,85.5,0.0,Composite,positive,base
wheat_cost_index,2024-03,948.6363,0.0,Raw material,neutral,base
overload_hours,2024-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-03,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-03,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-03,86873.75,0.0,Procurement,neutral,base
yield_variability_index,2024-03,0.118,0.0,Quality,neutral,base
mill_utilization_pct,2024-03,64.1801,0.0,Utilization,positive,base
high_risk_supply_pct,2024-03,39.9,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-03,-0.31,0.0,Gap to target,positive,base
energy_per_ton,2024-03,70.1308,0.0,Efficiency,neutral,base
water_per_ton,2024-03,0.7917,0.0,Conservation,neutral,base
waste_impact_pct,2024-03,2.1917,0.0,Waste,positive,base
avg_wheat_cost_sar,2024-03,1014.0836,0.0,Market,neutral,base
import_dependency_pct,2024-03,100.0,0.0,Supply chain,negative,base
avg_changeovers,2024-04,111.0,0.0,Recipe switches,neutral,base
total_demand_tons,2024-04,75466.57,-13.1309,SKU forecast,negative,base
recipe_time_utilization_pct,2024-04,64.2726,0.0925,Time constraint,positive,base
capacity_violations_count,2024-04,0.0,0.0,Overload,positive,base
waste_rate_pct,2024-04,2.0483,-0.1433,Recipe mix,positive,base
vision_2030_index,2024-04,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-04,87.5595,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-04,75466.57,0.0,Flour demand,neutral,base
total_recipe_hours,2024-04,1916.47,0.0,Recipe demand,neutral,base
seasonality_index,2024-04,1.1907,0.0,Calendar,neutral,base
planned_recipe_hours,2024-04,1100.99,0.0,Schedule,neutral,base
available_mill_hours,2024-04,1713.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-04,612.01,0.0,Capacity balance,positive,base
avg_cost_per_ton,2024-04,1000.771,-13.3126,Wheat price,neutral,base
wheat_cost_index,2024-04,949.2432,0.0,Raw material,neutral,base
total_sku_forecast_units,2024-04,4531874.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2024-04,1000.771,0.0,Market,neutral,base
mill_utilization_pct,2024-04,64.2726,0.0,Utilization,positive,base
overload_hours,2024-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-04,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-04,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-04,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-04,75466.63,0.0,Procurement,neutral,base
vision_2030_compliance,2024-04,85.5,0.0,Composite,positive,base
import_dependency_pct,2024-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-04,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-04,-0.45,0.0,Gap to target,positive,base
energy_per_ton,2024-04,69.2767,0.0,Efficiency,neutral,base
water_per_ton,2024-04,0.7806,0.0,Conservation,neutral,base
waste_impact_pct,2024-04,2.0483,0.0,Waste,positive,base
yield_variability_index,2024-04,0.078,0.0,Quality,neutral,base
total_demand_tons,2024-05,69239.1,-8.252,SKU forecast,negative,base
recipe_time_utilization_pct,2024-05,65.2039,0.9312,Time constraint,positive,base
capacity_violations_count,2024-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-05,981.2545,-19.5165,Wheat price,neutral,base
waste_rate_pct,2024-05,2.112,0.0637,Recipe mix,positive,base
vision_2030_index,2024-05,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-05,87.5046,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-05,69239.1,0.0,Flour demand,neutral,base
total_recipe_hours,2024-05,1761.06,0.0,Recipe demand,neutral,base
seasonality_index,2024-05,1.0558,0.0,Calendar,neutral,base
planned_recipe_hours,2024-05,1185.08,0.0,Schedule,neutral,base
available_mill_hours,2024-05,1817.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-05,632.42,0.0,Capacity balance,positive,base
avg_changeovers,2024-05,115.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2024-05,4206091.0,0.0,Forecast,neutral,base
vision_2030_compliance,2024-05,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2024-05,981.2545,0.0,Market,neutral,base
wheat_cost_index,2024-05,949.9986,0.0,Raw material,neutral,base
downtime_risk_score,2024-05,32.6,0.0,Risk model,positive,base
mill_utilization_pct,2024-05,65.2039,0.0,Utilization,positive,base
overload_hours,2024-05,0.0,0.0,Capacity,positive,base
avg_run_length_days,2024-05,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2024-05,69239.03,0.0,Procurement,neutral,base
recipe_switch_count,2024-05,198.0,0.0,Scheduling,neutral,base
import_dependency_pct,2024-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-05,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-05,0.086,0.0,Quality,neutral,base
waste_rate_vs_target,2024-05,-0.39,0.0,Gap to target,positive,base
energy_per_ton,2024-05,69.117,0.0,Efficiency,neutral,base
water_per_ton,2024-05,0.796,0.0,Conservation,neutral,base
waste_impact_pct,2024-05,2.112,0.0,Waste,positive,base
total_sku_forecast_units,2024-06,4880022.0,0.0,Forecast,neutral,base
capacity_violations_count,2024-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-06,991.3533,10.0988,Wheat price,neutral,base
waste_rate_pct,2024-06,2.1355,0.0235,Recipe mix,positive,base
vision_2030_index,2024-06,85.5,0.0,Sustainability,positive,base
total_demand_tons,2024-06,80733.3,16.6007,SKU forecast,positive,base
recipe_time_utilization_pct,2024-06,64.3749,-0.829,Time constraint,positive,base
forecast_confidence_pct,2024-06,87.8905,0.0,Model accuracy,positive,base
seasonality_index,2024-06,1.275,0.0,Calendar,neutral,base
planned_recipe_hours,2024-06,1105.96,0.0,Schedule,neutral,base
available_mill_hours,2024-06,1718.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-06,612.04,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2024-06,80733.3,0.0,Flour demand,neutral,base
total_recipe_hours,2024-06,2055.52,0.0,Recipe demand,neutral,base
avg_changeovers,2024-06,109.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-06,949.5783,0.0,Raw material,neutral,base
waste_impact_pct,2024-06,2.1355,0.0,Waste,positive,base
recipe_switch_count,2024-06,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-06,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-06,80733.27,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-06,991.3533,0.0,Market,neutral,base
waste_rate_vs_target,2024-06,-0.36,0.0,Gap to target,positive,base
overload_hours,2024-06,0.0,0.0,Capacity,positive,base
yield_variability_index,2024-06,0.117,0.0,Quality,neutral,base
energy_per_ton,2024-06,70.0636,0.0,Efficiency,neutral,base
water_per_ton,2024-06,0.7924,0.0,Conservation,neutral,base
vision_2030_compliance,2024-06,85.5,0.0,Composite,positive,base
mill_utilization_pct,2024-06,64.3749,0.0,Utilization,positive,base
import_dependency_pct,2024-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-06,40.4,0.0,Geopolitics,negative,base
total_demand_tons,2024-07,64710.38,-19.8467,SKU forecast,negative,base
recipe_time_utilization_pct,2024-07,64.7109,0.3361,Time constraint,positive,base
capacity_violations_count,2024-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-07,952.0682,-39.2851,Wheat price,neutral,base
waste_rate_pct,2024-07,2.0255,-0.11,Recipe mix,positive,base
vision_2030_index,2024-07,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-07,87.4908,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-07,64710.38,0.0,Flour demand,neutral,base
total_recipe_hours,2024-07,1645.84,0.0,Recipe demand,neutral,base
seasonality_index,2024-07,0.979,0.0,Calendar,neutral,base
planned_recipe_hours,2024-07,1159.62,0.0,Schedule,neutral,base
available_mill_hours,2024-07,1792.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-07,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2024-07,114.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2024-07,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2024-07,3902816.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2024-07,952.0682,0.0,Market,neutral,base
mill_utilization_pct,2024-07,64.7109,0.0,Utilization,positive,base
overload_hours,2024-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-07,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-07,32.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-07,64710.22,0.0,Procurement,neutral,base
wheat_cost_index,2024-07,950.0043,0.0,Raw material,neutral,base
import_dependency_pct,2024-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-07,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-07,-0.47,0.0,Gap to target,positive,base
energy_per_ton,2024-07,69.9418,0.0,Efficiency,neutral,base
water_per_ton,2024-07,0.7893,0.0,Conservation,neutral,base
waste_impact_pct,2024-07,2.0255,0.0,Waste,positive,base
yield_variability_index,2024-07,0.053,0.0,Quality,neutral,base
total_demand_tons,2024-08,61792.04,-4.5098,SKU forecast,negative,base
recipe_time_utilization_pct,2024-08,64.1688,-0.5421,Time constraint,positive,base
capacity_violations_count,2024-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-08,939.4207,-12.6475,Wheat price,neutral,base
waste_rate_pct,2024-08,2.1125,0.087,Recipe mix,positive,base
vision_2030_index,2024-08,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-08,87.5553,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-08,61792.04,0.0,Flour demand,neutral,base
total_recipe_hours,2024-08,1571.07,0.0,Recipe demand,neutral,base
seasonality_index,2024-08,0.9432,0.0,Calendar,neutral,base
planned_recipe_hours,2024-08,1132.58,0.0,Schedule,neutral,base
available_mill_hours,2024-08,1765.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-08,632.42,0.0,Capacity balance,positive,base
avg_changeovers,2024-08,114.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2024-08,3746788.0,0.0,Forecast,neutral,base
vision_2030_compliance,2024-08,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2024-08,939.4207,0.0,Market,neutral,base
wheat_cost_index,2024-08,950.0154,0.0,Raw material,neutral,base
mill_utilization_pct,2024-08,64.1688,0.0,Utilization,positive,base
overload_hours,2024-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-08,195.0,0.0,Scheduling,neutral,base
downtime_risk_score,2024-08,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-08,61792.06,0.0,Procurement,neutral,base
avg_run_length_days,2024-08,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2024-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-08,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-08,-0.39,0.0,Gap to target,positive,base
energy_per_ton,2024-08,68.9975,0.0,Efficiency,neutral,base
water_per_ton,2024-08,0.7787,0.0,Conservation,neutral,base
waste_impact_pct,2024-08,2.1125,0.0,Waste,positive,base
yield_variability_index,2024-08,0.072,0.0,Quality,neutral,base
vision_2030_index,2024-09,85.5,0.0,Sustainability,positive,base
total_demand_tons,2024-09,59253.45,-4.1083,SKU forecast,negative,base
recipe_time_utilization_pct,2024-09,64.3229,0.1541,Time constraint,positive,base
capacity_violations_count,2024-09,0.0,0.0,Overload,positive,base
waste_rate_pct,2024-09,2.0818,-0.0307,Recipe mix,positive,base
avg_cost_per_ton,2024-09,932.2807,-7.14,Wheat price,neutral,base
avg_changeovers,2024-09,109.0,0.0,Recipe switches,neutral,base
total_recipe_hours,2024-09,1506.6,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-09,87.1667,0.0,Model accuracy,positive,base
seasonality_index,2024-09,0.923,0.0,Calendar,neutral,base
planned_recipe_hours,2024-09,1103.46,0.0,Schedule,neutral,base
available_mill_hours,2024-09,1715.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2024-09,3564724.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-09,59253.45,0.0,Flour demand,neutral,base
slack_shortfall_hours,2024-09,612.04,0.0,Capacity balance,positive,base
wheat_cost_index,2024-09,950.0288,0.0,Raw material,neutral,base
vision_2030_compliance,2024-09,85.5,0.0,Composite,positive,base
overload_hours,2024-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-09,186.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-09,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-09,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-09,59253.37,0.0,Procurement,neutral,base
yield_variability_index,2024-09,0.064,0.0,Quality,neutral,base
mill_utilization_pct,2024-09,64.3229,0.0,Utilization,positive,base
high_risk_supply_pct,2024-09,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-09,-0.42,0.0,Gap to target,positive,base
energy_per_ton,2024-09,69.2573,0.0,Efficiency,neutral,base
water_per_ton,2024-09,0.7915,0.0,Conservation,neutral,base
waste_impact_pct,2024-09,2.0818,0.0,Waste,positive,base
avg_wheat_cost_sar,2024-09,932.2807,0.0,Market,neutral,base
import_dependency_pct,2024-09,100.0,0.0,Supply chain,negative,base
total_demand_tons,2024-10,61243.68,3.3588,SKU forecast,positive,base
recipe_time_utilization_pct,2024-10,64.8161,0.4932,Time constraint,positive,base
capacity_violations_count,2024-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-10,931.6482,-0.6326,Wheat price,neutral,base
waste_rate_pct,2024-10,1.9617,-0.1202,Recipe mix,positive,base
vision_2030_index,2024-10,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-10,87.4171,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-10,61243.68,0.0,Flour demand,neutral,base
total_recipe_hours,2024-10,1557.86,0.0,Recipe demand,neutral,base
seasonality_index,2024-10,0.9235,0.0,Calendar,neutral,base
planned_recipe_hours,2024-10,1165.07,0.0,Schedule,neutral,base
available_mill_hours,2024-10,1797.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-10,632.43,0.0,Capacity balance,positive,base
avg_changeovers,2024-10,115.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2024-10,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2024-10,3702040.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2024-10,931.6482,0.0,Market,neutral,base
downtime_risk_score,2024-10,32.4,0.0,Risk model,positive,base
mill_utilization_pct,2024-10,64.8161,0.0,Utilization,positive,base
overload_hours,2024-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-10,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-10,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2024-10,61243.58,0.0,Procurement,neutral,base
wheat_cost_index,2024-10,949.9267,0.0,Raw material,neutral,base
import_dependency_pct,2024-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-10,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-10,0.082,0.0,Quality,neutral,base
waste_rate_vs_target,2024-10,-0.54,0.0,Gap to target,positive,base
energy_per_ton,2024-10,68.5458,0.0,Efficiency,neutral,base
water_per_ton,2024-10,0.782,0.0,Conservation,neutral,base
waste_impact_pct,2024-10,1.9617,0.0,Waste,positive,base
total_demand_tons,2024-11,60257.5,-1.6103,SKU forecast,negative,base
recipe_time_utilization_pct,2024-11,62.7749,-2.0412,Time constraint,positive,base
capacity_violations_count,2024-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-11,940.1931,8.5449,Wheat price,neutral,base
waste_rate_pct,2024-11,2.12,0.1583,Recipe mix,positive,base
vision_2030_index,2024-11,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2024-11,87.75,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2024-11,60257.5,0.0,Flour demand,neutral,base
total_recipe_hours,2024-11,1532.62,0.0,Recipe demand,neutral,base
seasonality_index,2024-11,0.9453,0.0,Calendar,neutral,base
planned_recipe_hours,2024-11,1032.02,0.0,Schedule,neutral,base
available_mill_hours,2024-11,1644.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-11,611.98,0.0,Capacity balance,positive,base
avg_changeovers,2024-11,105.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2024-11,3640166.0,0.0,Forecast,neutral,base
vision_2030_compliance,2024-11,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2024-11,940.1931,0.0,Market,neutral,base
wheat_cost_index,2024-11,949.9756,0.0,Raw material,neutral,base
mill_utilization_pct,2024-11,62.7749,0.0,Utilization,positive,base
overload_hours,2024-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-11,178.0,0.0,Scheduling,neutral,base
downtime_risk_score,2024-11,31.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-11,60257.47,0.0,Procurement,neutral,base
avg_run_length_days,2024-11,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2024-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-11,40.3,0.0,Geopolitics,negative,base
waste_impact_pct,2024-11,2.12,0.0,Waste,positive,base
waste_rate_vs_target,2024-11,-0.38,0.0,Gap to target,positive,base
energy_per_ton,2024-11,69.476,0.0,Efficiency,neutral,base
water_per_ton,2024-11,0.7852,0.0,Conservation,neutral,base
yield_variability_index,2024-11,0.058,0.0,Quality,neutral,base
vision_2030_index,2024-12,85.5,0.0,Sustainability,positive,base
total_demand_tons,2024-12,65302.23,8.372,SKU forecast,positive,base
recipe_time_utilization_pct,2024-12,64.8965,2.1215,Time constraint,positive,base
capacity_violations_count,2024-12,0.0,0.0,Overload,positive,base
waste_rate_pct,2024-12,2.005,-0.115,Recipe mix,positive,base
avg_cost_per_ton,2024-12,953.334,13.1409,Wheat price,neutral,base
avg_changeovers,2024-12,114.0,0.0,Recipe switches,neutral,base
total_recipe_hours,2024-12,1660.62,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-12,87.3364,0.0,Model accuracy,positive,base
seasonality_index,2024-12,0.981,0.0,Calendar,neutral,base
planned_recipe_hours,2024-12,1169.11,0.0,Schedule,neutral,base
available_mill_hours,2024-12,1801.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2024-12,3937300.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-12,65302.23,0.0,Flour demand,neutral,base
slack_shortfall_hours,2024-12,632.39,0.0,Capacity balance,positive,base
wheat_cost_index,2024-12,949.9717,0.0,Raw material,neutral,base
vision_2030_compliance,2024-12,85.5,0.0,Composite,positive,base
overload_hours,2024-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-12,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-12,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-12,32.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-12,65302.16,0.0,Procurement,neutral,base
yield_variability_index,2024-12,0.082,0.0,Quality,neutral,base
mill_utilization_pct,2024-12,64.8965,0.0,Utilization,positive,base
high_risk_supply_pct,2024-12,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2024-12,-0.5,0.0,Gap to target,positive,base
energy_per_ton,2024-12,70.056,0.0,Efficiency,neutral,base
water_per_ton,2024-12,0.7737,0.0,Conservation,neutral,base
waste_impact_pct,2024-12,2.005,0.0,Waste,positive,base
avg_wheat_cost_sar,2024-12,953.334,0.0,Market,neutral,base
import_dependency_pct,2024-12,100.0,0.0,Supply chain,negative,base
total_demand_tons,2025-01,68102.43,4.2881,SKU forecast,positive,base
recipe_time_utilization_pct,2025-01,65.311,0.4146,Time constraint,positive,base
capacity_violations_count,2025-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-01,1005.5291,52.1952,Wheat price,neutral,base
waste_rate_pct,2025-01,2.132,0.127,Recipe mix,positive,base
vision_2030_index,2025-01,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-01,87.5991,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-01,68102.43,0.0,Flour demand,neutral,base
total_recipe_hours,2025-01,1732.4,0.0,Recipe demand,neutral,base
seasonality_index,2025-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2025-01,1190.62,0.0,Schedule,neutral,base
available_mill_hours,2025-01,1823.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-01,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2025-01,116.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-01,989.593,0.0,Raw material,neutral,base
total_sku_forecast_units,2025-01,4133322.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2025-01,1005.5291,0.0,Market,neutral,base
mill_utilization_pct,2025-01,65.311,0.0,Utilization,positive,base
overload_hours,2025-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-01,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-01,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-01,32.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-01,68102.49,0.0,Procurement,neutral,base
waste_impact_pct,2025-01,2.132,0.0,Waste,positive,base
import_dependency_pct,2025-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-01,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-01,-0.37,0.0,Gap to target,positive,base
energy_per_ton,2025-01,69.22,0.0,Efficiency,neutral,base
water_per_ton,2025-01,0.7683,0.0,Conservation,neutral,base
vision_2030_compliance,2025-01,85.5,0.0,Composite,positive,base
yield_variability_index,2025-01,0.07,0.0,Quality,neutral,base
total_demand_tons,2025-02,63535.58,-6.7059,SKU forecast,negative,base
recipe_time_utilization_pct,2025-02,64.9045,-0.4066,Time constraint,positive,base
capacity_violations_count,2025-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-02,1021.5848,16.0556,Wheat price,neutral,base
waste_rate_pct,2025-02,2.0755,-0.0565,Recipe mix,positive,base
vision_2030_index,2025-02,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-02,87.4005,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-02,63535.58,0.0,Flour demand,neutral,base
total_recipe_hours,2025-02,1616.03,0.0,Recipe demand,neutral,base
seasonality_index,2025-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2025-02,1056.32,0.0,Schedule,neutral,base
available_mill_hours,2025-02,1627.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-02,571.18,0.0,Capacity balance,positive,base
avg_changeovers,2025-02,104.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2025-02,3848163.0,0.0,Forecast,neutral,base
vision_2030_compliance,2025-02,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2025-02,1021.5848,0.0,Market,neutral,base
wheat_cost_index,2025-02,989.5374,0.0,Raw material,neutral,base
mill_utilization_pct,2025-02,64.9045,0.0,Utilization,positive,base
overload_hours,2025-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-02,178.0,0.0,Scheduling,neutral,base
downtime_risk_score,2025-02,32.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-02,63535.67,0.0,Procurement,neutral,base
avg_run_length_days,2025-02,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2025-02,100.0,0.0,Supply chain,negative,base
