sku_id,date,forecast_tons,forecast_units,confidence_pct,seasonality_index,scenario_id
SKU009,2024-04-26,90.67,9067,0.81,1.07,base
SKU010,2024-04-26,172.89,3842,0.86,1.07,base
SKU011,2024-04-26,285.12,6336,0.85,1.07,base
SKU012,2024-04-26,134.48,13448,0.86,1.07,base
SKU013,2024-04-26,230.1,5113,0.88,1.07,base
SKU014,2024-04-26,111.56,11156,0.8,1.07,base
SKU001,2024-04-27,317.78,7062,0.86,1.07,base
SKU002,2024-04-27,127.69,12769,0.88,1.07,base
SKU003,2024-04-27,33.34,33340,0.86,1.07,base
SKU004,2024-04-27,217.53,4834,0.9,1.07,base
SKU005,2024-04-27,97.46,9746,0.83,1.07,base
SKU006,2024-04-27,128.28,2851,0.82,1.07,base
SKU007,2024-04-27,91.47,9147,0.85,1.07,base
SKU008,2024-04-27,167.67,3726,0.82,1.07,base
SKU009,2024-04-27,84.45,8445,0.84,1.07,base
SKU010,2024-04-27,148.54,3301,0.81,1.07,base
SKU011,2024-04-27,261.82,5818,0.86,1.07,base
SKU012,2024-04-27,130.04,13004,0.91,1.07,base
SKU013,2024-04-27,215.45,4788,0.84,1.07,base
SKU014,2024-04-27,96.59,9659,0.8,1.07,base
SKU001,2024-04-28,326.82,7263,0.88,1.07,base
SKU002,2024-04-28,128.07,12807,0.9,1.07,base
SKU003,2024-04-28,33.25,33250,0.86,1.07,base
SKU004,2024-04-28,257.08,5713,0.84,1.07,base
SKU005,2024-04-28,94.11,9411,0.87,1.07,base
SKU006,2024-04-28,132.29,2940,0.82,1.07,base
SKU007,2024-04-28,88.42,8842,0.9,1.07,base
SKU008,2024-04-28,163.7,3638,0.91,1.07,base
SKU009,2024-04-28,87.53,8753,0.91,1.07,base
SKU010,2024-04-28,146.15,3248,0.85,1.07,base
SKU011,2024-04-28,266.76,5928,0.93,1.07,base
SKU012,2024-04-28,118.99,11899,0.94,1.07,base
SKU013,2024-04-28,238.02,5289,0.84,1.07,base
SKU014,2024-04-28,106.69,10669,0.84,1.07,base
SKU001,2024-04-29,326.68,7260,0.91,1.07,base
SKU002,2024-04-29,149.83,14983,0.91,1.07,base
SKU003,2024-04-29,35.07,35070,0.88,1.07,base
SKU004,2024-04-29,249.23,5538,0.94,1.07,base
SKU005,2024-04-29,103.13,10313,0.82,1.07,base
SKU006,2024-04-29,148.18,3293,0.87,1.07,base
SKU007,2024-04-29,92.14,9214,0.81,1.07,base
SKU008,2024-04-29,184.92,4109,0.81,1.07,base
SKU009,2024-04-29,94.7,9470,0.81,1.07,base
SKU010,2024-04-29,165.93,3687,0.87,1.07,base
SKU011,2024-04-29,263.47,5855,0.89,1.07,base
SKU012,2024-04-29,142.77,14277,0.8,1.07,base
SKU013,2024-04-29,223.66,4970,0.89,1.07,base
SKU014,2024-04-29,107.09,10709,0.87,1.07,base
SKU001,2024-04-30,364.16,8092,0.83,1.07,base
SKU002,2024-04-30,132.38,13238,0.8,1.07,base
SKU003,2024-04-30,35.31,35310,0.82,1.07,base
SKU004,2024-04-30,241.06,5357,0.89,1.07,base
SKU005,2024-04-30,101.15,10115,0.9,1.07,base
SKU006,2024-04-30,136.64,3036,0.9,1.07,base
SKU007,2024-04-30,101.82,10182,0.82,1.07,base
SKU008,2024-04-30,193.28,4295,0.94,1.07,base
SKU009,2024-04-30,89.88,8988,0.86,1.07,base
SKU010,2024-04-30,169.31,3762,0.92,1.07,base
SKU011,2024-04-30,271.46,6032,0.82,1.07,base
SKU012,2024-04-30,137.44,13744,0.87,1.07,base
SKU013,2024-04-30,212.82,4729,0.88,1.07,base
SKU014,2024-04-30,118.08,11808,0.92,1.07,base
SKU001,2024-05-01,349.99,7778,0.89,1.07,base
SKU002,2024-05-01,137.55,13755,0.86,1.07,base
SKU003,2024-05-01,36.05,36050,0.84,1.07,base
SKU004,2024-05-01,243.85,5419,0.95,1.07,base
SKU005,2024-05-01,111.68,11168,0.84,1.07,base
SKU006,2024-05-01,139.76,3106,0.82,1.07,base
SKU007,2024-05-01,93.87,9387,0.85,1.07,base
SKU008,2024-05-01,171.85,3819,0.85,1.07,base
SKU009,2024-05-01,97.65,9765,0.82,1.07,base
SKU010,2024-05-01,184.21,4094,0.91,1.07,base
SKU011,2024-05-01,280.33,6230,0.89,1.07,base
SKU012,2024-05-01,140.08,14008,0.85,1.07,base
SKU013,2024-05-01,236.68,5260,0.95,1.07,base
SKU014,2024-05-01,108.03,10803,0.9,1.07,base
SKU001,2024-05-02,326.61,7258,0.91,1.07,base
SKU002,2024-05-02,139.31,13931,0.88,1.07,base
SKU003,2024-05-02,35.67,35670,0.88,1.07,base
SKU004,2024-05-02,226.91,5042,0.8,1.07,base
SKU005,2024-05-02,103.66,10366,0.92,1.07,base
SKU006,2024-05-02,127.88,2842,0.94,1.07,base
SKU007,2024-05-02,92.4,9240,0.82,1.07,base
SKU008,2024-05-02,169.21,3760,0.92,1.07,base
SKU009,2024-05-02,97.7,9770,0.88,1.07,base
SKU010,2024-05-02,159.69,3549,0.84,1.07,base
SKU011,2024-05-02,279.01,6200,0.94,1.07,base
SKU012,2024-05-02,126.84,12684,0.8,1.07,base
SKU013,2024-05-02,248.94,5532,0.84,1.07,base
SKU014,2024-05-02,100.79,10079,0.93,1.07,base
SKU001,2024-05-03,323.37,7186,0.87,1.07,base
SKU002,2024-05-03,147.54,14754,0.89,1.07,base
SKU003,2024-05-03,36.89,36890,0.91,1.07,base
SKU004,2024-05-03,234.72,5216,0.82,1.07,base
SKU005,2024-05-03,109.32,10932,0.83,1.07,base
SKU006,2024-05-03,133.86,2975,0.95,1.07,base
SKU007,2024-05-03,95.78,9578,0.84,1.07,base
SKU008,2024-05-03,170.56,3790,0.88,1.07,base
SKU009,2024-05-03,89.87,8987,0.84,1.07,base
SKU010,2024-05-03,165.97,3688,0.93,1.07,base
SKU011,2024-05-03,273.75,6083,0.94,1.07,base
SKU012,2024-05-03,156.35,15635,0.82,1.07,base
SKU013,2024-05-03,229.38,5097,0.89,1.07,base
SKU014,2024-05-03,100.16,10016,0.92,1.07,base
SKU001,2024-05-04,290.97,6466,0.92,1.07,base
SKU002,2024-05-04,130.46,13046,0.87,1.07,base
SKU003,2024-05-04,32.83,32830,0.83,1.07,base
SKU004,2024-05-04,232.03,5156,0.86,1.07,base
SKU005,2024-05-04,102.39,10239,0.91,1.07,base
SKU006,2024-05-04,119.66,2659,0.95,1.07,base
SKU007,2024-05-04,91.21,9121,0.88,1.07,base
SKU008,2024-05-04,155.75,3461,0.83,1.07,base
SKU009,2024-05-04,88.79,8879,0.81,1.07,base
SKU010,2024-05-04,165.44,3676,0.94,1.07,base
SKU011,2024-05-04,250.72,5572,0.87,1.07,base
SKU012,2024-05-04,125.09,12509,0.91,1.07,base
SKU013,2024-05-04,206.47,4588,0.9,1.07,base
SKU014,2024-05-04,96.27,9627,0.93,1.07,base
SKU001,2024-05-05,323.73,7194,0.84,1.07,base
SKU002,2024-05-05,123.21,12321,0.87,1.07,base
SKU003,2024-05-05,31.82,31820,0.94,1.07,base
SKU004,2024-05-05,239.49,5322,0.89,1.07,base
SKU005,2024-05-05,100.92,10092,0.81,1.07,base
SKU006,2024-05-05,127.22,2827,0.83,1.07,base
SKU007,2024-05-05,86.07,8607,0.84,1.07,base
SKU008,2024-05-05,170.57,3790,0.95,1.07,base
SKU009,2024-05-05,93.87,9387,0.83,1.07,base
SKU010,2024-05-05,165.18,3671,0.93,1.07,base
SKU011,2024-05-05,278.97,6199,0.81,1.07,base
SKU012,2024-05-05,126.11,12611,0.83,1.07,base
SKU013,2024-05-05,237.25,5272,0.93,1.07,base
SKU014,2024-05-05,94.25,9425,0.93,1.07,base
SKU001,2024-05-06,303.41,6742,0.83,1.07,base
SKU002,2024-05-06,142.53,14253,0.83,1.07,base
SKU003,2024-05-06,38.05,38050,0.88,1.07,base
SKU004,2024-05-06,256.27,5695,0.81,1.07,base
SKU005,2024-05-06,105.91,10591,0.94,1.07,base
SKU006,2024-05-06,143.8,3196,0.85,1.07,base
SKU007,2024-05-06,97.0,9700,0.87,1.07,base
SKU008,2024-05-06,178.48,3966,0.82,1.07,base
SKU009,2024-05-06,93.09,9309,0.8,1.07,base
SKU010,2024-05-06,159.23,3538,0.87,1.07,base
SKU011,2024-05-06,285.06,6335,0.82,1.07,base
SKU012,2024-05-06,140.87,14087,0.89,1.07,base
SKU013,2024-05-06,236.27,5250,0.92,1.07,base
SKU014,2024-05-06,111.86,11186,0.8,1.07,base
SKU001,2024-05-07,326.39,7253,0.89,1.06,base
SKU002,2024-05-07,140.16,14016,0.92,1.06,base
SKU003,2024-05-07,35.75,35750,0.87,1.06,base
SKU004,2024-05-07,280.41,6231,0.94,1.06,base
SKU005,2024-05-07,100.43,10043,0.82,1.06,base
SKU006,2024-05-07,149.37,3319,0.85,1.06,base
SKU007,2024-05-07,93.01,9301,0.83,1.06,base
SKU008,2024-05-07,176.51,3922,0.95,1.06,base
SKU009,2024-05-07,88.23,8823,0.84,1.06,base
SKU010,2024-05-07,180.78,4017,0.86,1.06,base
SKU011,2024-05-07,286.42,6365,0.93,1.06,base
SKU012,2024-05-07,146.3,14630,0.94,1.06,base
SKU013,2024-05-07,218.37,4853,0.94,1.06,base
SKU014,2024-05-07,102.82,10282,0.88,1.06,base
SKU001,2024-05-08,337.06,7490,0.9,1.06,base
SKU002,2024-05-08,140.4,14040,0.85,1.06,base
SKU003,2024-05-08,36.17,36170,0.89,1.06,base
SKU004,2024-05-08,273.73,6083,0.85,1.06,base
SKU005,2024-05-08,108.83,10883,0.91,1.06,base
SKU006,2024-05-08,138.36,3075,0.85,1.06,base
SKU007,2024-05-08,91.28,9128,0.93,1.06,base
SKU008,2024-05-08,170.15,3781,0.82,1.06,base
SKU009,2024-05-08,92.34,9234,0.89,1.06,base
SKU010,2024-05-08,161.94,3599,0.88,1.06,base
SKU011,2024-05-08,284.75,6328,0.84,1.06,base
SKU012,2024-05-08,145.27,14527,0.8,1.06,base
SKU013,2024-05-08,241.03,5356,0.82,1.06,base
SKU014,2024-05-08,106.85,10685,0.95,1.06,base
SKU001,2024-05-09,333.33,7407,0.94,1.06,base
SKU002,2024-05-09,159.36,15936,0.82,1.06,base
SKU003,2024-05-09,34.08,34080,0.86,1.06,base
SKU004,2024-05-09,247.05,5490,0.87,1.06,base
SKU005,2024-05-09,96.61,9661,0.87,1.06,base
SKU006,2024-05-09,138.72,3083,0.84,1.06,base
SKU007,2024-05-09,90.05,9005,0.94,1.06,base
SKU008,2024-05-09,170.34,3785,0.94,1.06,base
SKU009,2024-05-09,88.7,8870,0.8,1.06,base
SKU010,2024-05-09,153.85,3419,0.9,1.06,base
SKU011,2024-05-09,284.59,6324,0.81,1.06,base
SKU012,2024-05-09,146.46,14646,0.89,1.06,base
SKU013,2024-05-09,226.63,5036,0.93,1.06,base
SKU014,2024-05-09,95.32,9532,0.9,1.06,base
SKU001,2024-05-10,331.59,7369,0.87,1.06,base
SKU002,2024-05-10,144.64,14464,0.94,1.06,base
SKU003,2024-05-10,36.52,36520,0.91,1.06,base
SKU004,2024-05-10,234.69,5215,0.84,1.06,base
SKU005,2024-05-10,102.78,10278,0.86,1.06,base
SKU006,2024-05-10,133.48,2966,0.91,1.06,base
SKU007,2024-05-10,90.73,9073,0.8,1.06,base
SKU008,2024-05-10,169.68,3771,0.81,1.06,base
SKU009,2024-05-10,91.82,9182,0.93,1.06,base
SKU010,2024-05-10,162.81,3618,0.81,1.06,base
SKU011,2024-05-10,284.27,6317,0.9,1.06,base
SKU012,2024-05-10,135.35,13535,0.85,1.06,base
SKU013,2024-05-10,233.9,5198,0.92,1.06,base
SKU014,2024-05-10,101.19,10119,0.93,1.06,base
SKU001,2024-05-11,276.54,6145,0.94,1.06,base
SKU002,2024-05-11,133.43,13343,0.81,1.06,base
SKU003,2024-05-11,31.4,31400,0.86,1.06,base
SKU004,2024-05-11,207.66,4615,0.89,1.06,base
SKU005,2024-05-11,100.17,10017,0.94,1.06,base
SKU006,2024-05-11,128.29,2851,0.84,1.06,base
SKU007,2024-05-11,88.57,8857,0.81,1.06,base
SKU008,2024-05-11,165.8,3684,0.83,1.06,base
SKU009,2024-05-11,81.87,8187,0.87,1.06,base
SKU010,2024-05-11,158.63,3525,0.9,1.06,base
SKU011,2024-05-11,236.03,5245,0.9,1.06,base
SKU012,2024-05-11,127.34,12734,0.81,1.06,base
SKU013,2024-05-11,211.52,4700,0.91,1.06,base
SKU014,2024-05-11,93.66,9366,0.9,1.06,base
SKU001,2024-05-12,321.48,7144,0.86,1.06,base
SKU002,2024-05-12,131.77,13177,0.89,1.06,base
SKU003,2024-05-12,30.17,30170,0.92,1.06,base
SKU004,2024-05-12,212.83,4730,0.84,1.06,base
SKU005,2024-05-12,107.85,10785,0.94,1.06,base
SKU006,2024-05-12,126.72,2816,0.82,1.06,base
SKU007,2024-05-12,83.1,8310,0.94,1.06,base
SKU008,2024-05-12,171.66,3815,0.91,1.06,base
SKU009,2024-05-12,78.86,7886,0.9,1.06,base
SKU010,2024-05-12,161.96,3599,0.81,1.06,base
SKU011,2024-05-12,249.28,5540,0.94,1.06,base
SKU012,2024-05-12,133.16,13316,0.84,1.06,base
SKU013,2024-05-12,211.18,4693,0.91,1.06,base
SKU014,2024-05-12,89.7,8970,0.93,1.06,base
SKU001,2024-05-13,331.92,7376,0.84,1.06,base
SKU002,2024-05-13,147.68,14768,0.94,1.06,base
SKU003,2024-05-13,31.11,31110,0.89,1.06,base
SKU004,2024-05-13,232.48,5166,0.9,1.06,base
SKU005,2024-05-13,112.29,11229,0.94,1.06,base
SKU006,2024-05-13,143.8,3196,0.88,1.06,base
SKU007,2024-05-13,96.18,9618,0.87,1.06,base
SKU008,2024-05-13,184.45,4099,0.89,1.06,base
SKU009,2024-05-13,96.19,9619,0.88,1.06,base
SKU010,2024-05-13,165.71,3682,0.81,1.06,base
SKU011,2024-05-13,297.72,6616,0.83,1.06,base
SKU012,2024-05-13,138.24,13824,0.8,1.06,base
SKU013,2024-05-13,234.8,5218,0.82,1.06,base
SKU014,2024-05-13,110.11,11011,0.91,1.06,base
SKU001,2024-05-14,316.15,7026,0.8,1.06,base
SKU002,2024-05-14,150.92,15092,0.85,1.06,base
SKU003,2024-05-14,35.73,35730,0.87,1.06,base
SKU004,2024-05-14,232.38,5164,0.94,1.06,base
SKU005,2024-05-14,104.64,10464,0.85,1.06,base
SKU006,2024-05-14,131.12,2914,0.92,1.06,base
SKU007,2024-05-14,94.32,9432,0.86,1.06,base
SKU008,2024-05-14,172.76,3839,0.81,1.06,base
SKU009,2024-05-14,89.86,8986,0.81,1.06,base
SKU010,2024-05-14,149.73,3327,0.86,1.06,base
SKU011,2024-05-14,270.6,6013,0.81,1.06,base
SKU012,2024-05-14,139.61,13961,0.89,1.06,base
SKU013,2024-05-14,230.43,5121,0.87,1.06,base
SKU014,2024-05-14,98.16,9816,0.91,1.06,base
SKU001,2024-05-15,328.79,7306,0.83,1.06,base
SKU002,2024-05-15,133.82,13382,0.89,1.06,base
SKU003,2024-05-15,36.81,36810,0.83,1.06,base
SKU004,2024-05-15,259.5,5767,0.91,1.06,base
SKU005,2024-05-15,104.21,10421,0.85,1.06,base
SKU006,2024-05-15,151.85,3374,0.89,1.06,base
SKU007,2024-05-15,93.18,9318,0.93,1.06,base
SKU008,2024-05-15,164.51,3656,0.87,1.06,base
SKU009,2024-05-15,99.4,9940,0.83,1.06,base
SKU010,2024-05-15,177.47,3944,0.93,1.06,base
SKU011,2024-05-15,295.52,6567,0.85,1.06,base
SKU012,2024-05-15,135.38,13538,0.91,1.06,base
SKU013,2024-05-15,220.11,4891,0.85,1.06,base
SKU014,2024-05-15,103.72,10372,0.84,1.06,base
SKU001,2024-05-16,368.79,8195,0.9,1.06,base
SKU002,2024-05-16,132.36,13236,0.82,1.06,base
SKU003,2024-05-16,36.6,36600,0.93,1.06,base
SKU004,2024-05-16,244.98,5444,0.86,1.06,base
SKU005,2024-05-16,110.46,11046,0.8,1.06,base
SKU006,2024-05-16,131.78,2928,0.85,1.06,base
SKU007,2024-05-16,92.59,9259,0.92,1.06,base
SKU008,2024-05-16,167.91,3731,0.93,1.06,base
SKU009,2024-05-16,89.82,8982,0.89,1.06,base
SKU010,2024-05-16,170.12,3780,0.84,1.06,base
SKU011,2024-05-16,265.54,5901,0.88,1.06,base
SKU012,2024-05-16,142.68,14268,0.93,1.06,base
SKU013,2024-05-16,235.05,5223,0.85,1.06,base
SKU014,2024-05-16,100.45,10045,0.86,1.06,base
SKU001,2024-05-17,315.78,7017,0.88,1.06,base
SKU002,2024-05-17,142.86,14286,0.93,1.06,base
SKU003,2024-05-17,35.09,35090,0.89,1.06,base
SKU004,2024-05-17,246.38,5475,0.83,1.06,base
SKU005,2024-05-17,104.16,10416,0.81,1.06,base
SKU006,2024-05-17,138.43,3076,0.81,1.06,base
SKU007,2024-05-17,93.58,9358,0.94,1.06,base
SKU008,2024-05-17,188.29,4184,0.92,1.06,base
SKU009,2024-05-17,96.16,9616,0.91,1.06,base
SKU010,2024-05-17,162.87,3619,0.87,1.06,base
SKU011,2024-05-17,265.83,5907,0.9,1.06,base
SKU012,2024-05-17,137.57,13757,0.82,1.06,base
SKU013,2024-05-17,223.42,4965,0.89,1.06,base
SKU014,2024-05-17,101.19,10119,0.92,1.06,base
SKU001,2024-05-18,273.19,6071,0.81,1.05,base
SKU002,2024-05-18,129.09,12909,0.84,1.05,base
SKU003,2024-05-18,35.63,35630,0.82,1.05,base
SKU004,2024-05-18,228.25,5072,0.84,1.05,base
SKU005,2024-05-18,100.39,10039,0.92,1.05,base
SKU006,2024-05-18,135.36,3008,0.85,1.05,base
SKU007,2024-05-18,84.87,8487,0.9,1.05,base
SKU008,2024-05-18,159.68,3548,0.92,1.05,base
SKU009,2024-05-18,80.09,8009,0.92,1.05,base
SKU010,2024-05-18,152.17,3382,0.93,1.05,base
SKU011,2024-05-18,259.05,5757,0.89,1.05,base
SKU012,2024-05-18,123.63,12363,0.84,1.05,base
SKU013,2024-05-18,227.63,5058,0.82,1.05,base
SKU014,2024-05-18,93.11,9311,0.88,1.05,base
SKU001,2024-05-19,343.97,7644,0.82,1.05,base
SKU002,2024-05-19,131.65,13165,0.94,1.05,base
SKU003,2024-05-19,32.23,32230,0.87,1.05,base
SKU004,2024-05-19,247.72,5505,0.93,1.05,base
SKU005,2024-05-19,85.74,8574,0.91,1.05,base
SKU006,2024-05-19,127.2,2827,0.93,1.05,base
SKU007,2024-05-19,84.17,8417,0.93,1.05,base
SKU008,2024-05-19,159.85,3552,0.81,1.05,base
SKU009,2024-05-19,87.0,8700,0.91,1.05,base
SKU010,2024-05-19,148.97,3310,0.83,1.05,base
SKU011,2024-05-19,276.17,6137,0.95,1.05,base
SKU012,2024-05-19,131.85,13185,0.92,1.05,base
SKU013,2024-05-19,220.28,4895,0.8,1.05,base
SKU014,2024-05-19,99.02,9902,0.94,1.05,base
SKU001,2024-05-20,305.92,6798,0.84,1.05,base
SKU002,2024-05-20,141.55,14155,0.86,1.05,base
SKU003,2024-05-20,35.45,35450,0.89,1.05,base
SKU004,2024-05-20,231.46,5144,0.94,1.05,base
SKU005,2024-05-20,109.76,10976,0.94,1.05,base
SKU006,2024-05-20,125.86,2797,0.88,1.05,base
SKU007,2024-05-20,105.2,10520,0.85,1.05,base
SKU008,2024-05-20,174.84,3885,0.84,1.05,base
SKU009,2024-05-20,89.43,8943,0.85,1.05,base
SKU010,2024-05-20,168.54,3745,0.83,1.05,base
SKU011,2024-05-20,289.05,6423,0.9,1.05,base
SKU012,2024-05-20,154.48,15448,0.88,1.05,base
SKU013,2024-05-20,254.38,5653,0.92,1.05,base
SKU014,2024-05-20,98.12,9812,0.81,1.05,base
SKU001,2024-05-21,322.27,7162,0.86,1.05,base
SKU002,2024-05-21,133.64,13364,0.84,1.05,base
SKU003,2024-05-21,36.3,36300,0.88,1.05,base
SKU004,2024-05-21,262.35,5830,0.87,1.05,base
SKU005,2024-05-21,98.09,9809,0.87,1.05,base
SKU006,2024-05-21,139.56,3101,0.85,1.05,base
SKU007,2024-05-21,90.39,9039,0.91,1.05,base
SKU008,2024-05-21,182.4,4053,0.87,1.05,base
SKU009,2024-05-21,95.25,9525,0.83,1.05,base
SKU010,2024-05-21,172.94,3843,0.88,1.05,base
SKU011,2024-05-21,274.12,6092,0.89,1.05,base
SKU012,2024-05-21,139.19,13919,0.8,1.05,base
SKU013,2024-05-21,237.94,5288,0.83,1.05,base
SKU014,2024-05-21,103.58,10358,0.84,1.05,base
SKU001,2024-05-22,331.25,7361,0.84,1.05,base
SKU002,2024-05-22,148.76,14876,0.84,1.05,base
SKU003,2024-05-22,38.7,38700,0.84,1.05,base
SKU004,2024-05-22,238.8,5307,0.84,1.05,base
SKU005,2024-05-22,116.17,11617,0.93,1.05,base
SKU006,2024-05-22,136.36,3030,0.85,1.05,base
SKU007,2024-05-22,97.3,9730,0.85,1.05,base
SKU008,2024-05-22,170.52,3789,0.84,1.05,base
SKU009,2024-05-22,88.45,8845,0.95,1.05,base
SKU010,2024-05-22,173.16,3848,0.88,1.05,base
SKU011,2024-05-22,279.06,6201,0.89,1.05,base
SKU012,2024-05-22,148.85,14885,0.91,1.05,base
SKU013,2024-05-22,241.89,5375,0.85,1.05,base
SKU014,2024-05-22,107.06,10706,0.95,1.05,base
SKU001,2024-05-23,335.04,7445,0.82,1.05,base
SKU002,2024-05-23,147.35,14735,0.87,1.05,base
SKU003,2024-05-23,36.55,36550,0.82,1.05,base
SKU004,2024-05-23,239.6,5324,0.92,1.05,base
SKU005,2024-05-23,107.02,10702,0.82,1.05,base
SKU006,2024-05-23,150.22,3338,0.88,1.05,base
SKU007,2024-05-23,93.37,9337,0.82,1.05,base
SKU008,2024-05-23,170.36,3786,0.87,1.05,base
SKU009,2024-05-23,90.27,9027,0.84,1.05,base
SKU010,2024-05-23,169.95,3777,0.94,1.05,base
SKU011,2024-05-23,276.12,6136,0.81,1.05,base
SKU012,2024-05-23,142.27,14227,0.9,1.05,base
SKU013,2024-05-23,229.54,5101,0.9,1.05,base
SKU014,2024-05-23,110.96,11096,0.93,1.05,base
SKU001,2024-05-24,328.19,7293,0.93,1.05,base
SKU002,2024-05-24,149.57,14957,0.95,1.05,base
SKU003,2024-05-24,37.33,37330,0.84,1.05,base
SKU004,2024-05-24,243.23,5405,0.84,1.05,base
SKU005,2024-05-24,111.68,11168,0.86,1.05,base
SKU006,2024-05-24,137.24,3050,0.88,1.05,base
SKU007,2024-05-24,94.31,9431,0.86,1.05,base
SKU008,2024-05-24,167.7,3727,0.91,1.05,base
SKU009,2024-05-24,95.83,9583,0.8,1.05,base
SKU010,2024-05-24,165.32,3674,0.8,1.05,base
SKU011,2024-05-24,286.38,6364,0.91,1.05,base
SKU012,2024-05-24,130.11,13011,0.93,1.05,base
SKU013,2024-05-24,209.53,4656,0.92,1.05,base
SKU014,2024-05-24,98.77,9877,0.82,1.05,base
SKU001,2024-05-25,306.85,6819,0.94,1.05,base
SKU002,2024-05-25,132.63,13263,0.88,1.05,base
SKU003,2024-05-25,33.89,33890,0.91,1.05,base
SKU004,2024-05-25,219.99,4889,0.83,1.05,base
SKU005,2024-05-25,97.23,9723,0.88,1.05,base
SKU006,2024-05-25,123.81,2751,0.85,1.05,base
SKU007,2024-05-25,91.39,9139,0.95,1.05,base
SKU008,2024-05-25,154.69,3438,0.87,1.05,base
SKU009,2024-05-25,90.58,9058,0.91,1.05,base
SKU010,2024-05-25,147.81,3285,0.89,1.05,base
SKU011,2024-05-25,276.82,6152,0.81,1.05,base
SKU012,2024-05-25,129.48,12948,0.88,1.05,base
SKU013,2024-05-25,215.57,4790,0.88,1.05,base
SKU014,2024-05-25,92.6,9260,0.91,1.05,base
SKU001,2024-05-26,331.48,7366,0.85,1.05,base
SKU002,2024-05-26,134.53,13453,0.93,1.05,base
SKU003,2024-05-26,32.86,32860,0.89,1.05,base
SKU004,2024-05-26,227.0,5044,0.81,1.05,base
SKU005,2024-05-26,92.96,9296,0.91,1.05,base
SKU006,2024-05-26,132.49,2944,0.94,1.05,base
SKU007,2024-05-26,85.17,8517,0.9,1.05,base
SKU008,2024-05-26,160.68,3571,0.86,1.05,base
SKU009,2024-05-26,89.26,8926,0.89,1.05,base
SKU010,2024-05-26,151.67,3370,0.83,1.05,base
SKU011,2024-05-26,256.59,5702,0.89,1.05,base
SKU012,2024-05-26,137.38,13738,0.88,1.05,base
SKU013,2024-05-26,204.88,4553,0.8,1.05,base
SKU014,2024-05-26,88.18,8818,0.85,1.05,base
SKU001,2024-05-27,311.83,6930,0.83,1.04,base
SKU002,2024-05-27,140.24,14024,0.86,1.04,base
SKU003,2024-05-27,36.0,36000,0.84,1.04,base
SKU004,2024-05-27,234.5,5211,0.93,1.04,base
SKU005,2024-05-27,123.63,12363,0.9,1.04,base
SKU006,2024-05-27,140.45,3121,0.91,1.04,base
SKU007,2024-05-27,93.49,9349,0.85,1.04,base
SKU008,2024-05-27,162.76,3617,0.8,1.04,base
SKU009,2024-05-27,86.09,8609,0.83,1.04,base
SKU010,2024-05-27,147.9,3287,0.91,1.04,base
SKU011,2024-05-27,297.45,6610,0.89,1.04,base
SKU012,2024-05-27,147.62,14762,0.88,1.04,base
SKU013,2024-05-27,231.95,5154,0.84,1.04,base
SKU014,2024-05-27,98.04,9804,0.81,1.04,base
SKU001,2024-05-28,319.92,7109,0.92,1.04,base
SKU002,2024-05-28,148.92,14892,0.81,1.04,base
SKU003,2024-05-28,33.88,33880,0.81,1.04,base
SKU004,2024-05-28,232.34,5163,0.84,1.04,base
SKU005,2024-05-28,102.29,10229,0.89,1.04,base
SKU006,2024-05-28,137.0,3044,0.95,1.04,base
SKU007,2024-05-28,96.11,9611,0.81,1.04,base
SKU008,2024-05-28,154.61,3436,0.87,1.04,base
SKU009,2024-05-28,93.48,9348,0.89,1.04,base
SKU010,2024-05-28,156.56,3479,0.92,1.04,base
SKU011,2024-05-28,270.63,6014,0.9,1.04,base
SKU012,2024-05-28,144.28,14428,0.92,1.04,base
SKU013,2024-05-28,216.64,4814,0.88,1.04,base
SKU014,2024-05-28,105.21,10521,0.87,1.04,base
SKU001,2024-05-29,331.87,7375,0.89,1.04,base
SKU002,2024-05-29,142.91,14291,0.94,1.04,base
SKU003,2024-05-29,35.95,35950,0.88,1.04,base
SKU004,2024-05-29,250.01,5556,0.89,1.04,base
SKU005,2024-05-29,107.91,10791,0.85,1.04,base
SKU006,2024-05-29,132.77,2950,0.89,1.04,base
SKU007,2024-05-29,98.92,9892,0.89,1.04,base
SKU008,2024-05-29,163.33,3630,0.91,1.04,base
SKU009,2024-05-29,94.31,9431,0.89,1.04,base
SKU010,2024-05-29,156.52,3478,0.83,1.04,base
SKU011,2024-05-29,253.92,5643,0.89,1.04,base
SKU012,2024-05-29,134.93,13493,0.84,1.04,base
SKU013,2024-05-29,230.11,5114,0.81,1.04,base
SKU014,2024-05-29,111.39,11139,0.92,1.04,base
SKU001,2024-05-30,353.19,7849,0.81,1.04,base
SKU002,2024-05-30,137.84,13784,0.89,1.04,base
SKU003,2024-05-30,32.28,32280,0.95,1.04,base
SKU004,2024-05-30,226.94,5043,0.81,1.04,base
SKU005,2024-05-30,108.07,10807,0.83,1.04,base
SKU006,2024-05-30,143.65,3192,0.91,1.04,base
SKU007,2024-05-30,89.69,8969,0.81,1.04,base
SKU008,2024-05-30,163.25,3628,0.92,1.04,base
SKU009,2024-05-30,97.08,9708,0.8,1.04,base
SKU010,2024-05-30,151.93,3376,0.93,1.04,base
SKU011,2024-05-30,271.32,6029,0.81,1.04,base
SKU012,2024-05-30,142.03,14203,0.94,1.04,base
SKU013,2024-05-30,208.1,4624,0.93,1.04,base
